content,_id,like_counts,ip_location,created_at,total_number,user_name,gender
都没说到关键点，或者说都在回避焦点。大部分人在算账以后，多数选择1、2个孩子。不要孩子或超过3个的都是少数，因女权因素影响绝不是主要的。,5094887547210900,9,来自安徽,Tue Oct 29 18:55:12 +0800 2024,1,壮乎无状,m
现在要想达到鼓励生育的目的，是不是要为当年因为计划生育而遭受伤害过的家庭平反甚至道歉，再重新出发呢？,5094886265326196,5,来自广东,Tue Oct 29 18:50:07 +0800 2024,1,周山群草,m
年轻人有些觉得自己开心就好不想生，有一部分想生的又觉得负担重自己多过的勉勉强强生一个跟着受罪,5094862749961924,1,来自四川,Tue Oct 29 17:16:40 +0800 2024,3,是我啊676,m
摇旗呐喊，一毛不拔，提高不了生育率[允悲],5094848916881543,9,来自山东,Tue Oct 29 16:21:41 +0800 2024,0,虾皮小海鲜,m
让丁克社保原领原标准的一半，一孩正常标准，二孩多10%，三孩多20%,5094875509033612,2,来自广东,Tue Oct 29 18:07:22 +0800 2024,5,南漂二号,m
重提计划生育是基本国策，计划嘛，也可以计划多，把政策里面的量词改变就好了,5094873275303767,3,来自广东,Tue Oct 29 17:58:29 +0800 2024,0,碎砂石,m
幼儿园收费太高了，应该免费，小孩上一年级好带了再收费。,5094841036048014,0,来自江苏,Tue Oct 29 15:50:23 +0800 2024,1,茉莉之城,f
现在年轻人压力太大了，往后还没有保证。,5094931662638850,3,来自上海,Tue Oct 29 21:50:30 +0800 2024,0,肯尼迪脑补李梅烤柳大善人,m
说了很多年了。你把卷孩子教育的问题弄掉。大家就没有那么害怕生孩子了。天天弄作业。天天被老师打讲话说不被默写。月月排名。那个家长受的了。那个家长还敢再生。基本的几个问题想先弄明白。,5094892377740879,1,来自江苏,Tue Oct 29 19:14:24 +0800 2024,1,火星球长V,m
太他妈赞成了！现在的舆论各种妖魔鬼怪歪风邪气，年轻人往往又是最容易被鼓动和洗脑，拿着一些名言就当金句当人生座右铭，说不知早已成为人家谋取流量的棋子。,5094871335700084,2,来自江苏,Tue Oct 29 17:50:47 +0800 2024,0,爱追剧的小语种翻译,f
以前想生不给生，现在年纪大了，没办法了[笑cry],5094867711297890,3,来自广西,Tue Oct 29 17:36:23 +0800 2024,0,小心路滑_00,m
维持一定比例贫困人口对提升生育率有很大帮助，贫困往往是女性选择结婚生育的主要原因,5096601242830595,0,来自黑龙江,Sun Nov 03 12:24:49 +0800 2024,1,叶多肉超酷,m
这脱口秀讲得多好,5094841509743657,1,来自意大利,Tue Oct 29 15:52:16 +0800 2024,0,eefje_fj,f
福利跟不上才是关键啊,5094921545449932,3,来自湖北,Tue Oct 29 21:10:17 +0800 2024,0,触及深处,m
分配制度的公平性这个根本问题不解决，总是头疼医头脚痛医脚。永远都是一团乱麻，，，,5094859414703717,2,来自陕西,Tue Oct 29 17:03:25 +0800 2024,0,崔---四,m
生孩子是夫妻情感寄托，情感的结晶，相互依存，而不是为了传宗接代。后者的观念一直如此，只会加剧男女矛盾。,5094843389053037,3,来自安徽,Tue Oct 29 15:59:44 +0800 2024,0,每一天都不同321,f
自私自利的价值观成为主流，要扳过来很难，因为那是人性的弱点，,5095183459550900,2,来自江苏,Wed Oct 30 14:31:03 +0800 2024,0,甜蜜的小飞珑,f
把经济搞好，大家收入升了，住房教育医疗等生活成本降了，想不让人生娃都拦不住。,5094973418505209,1,来自广东,Wed Oct 30 00:36:25 +0800 2024,0,般若月光,m
房子便宜一些，大家才会多生,5094968345760582,0,来自广东,Wed Oct 30 00:16:16 +0800 2024,1,大包小包89,m
以色列就是发达国家，他们的出生率远远超过2.1，大概在3左右,5094952755531633,1,来自浙江,Tue Oct 29 23:14:19 +0800 2024,0,潜龙在渊002002,m
计划生育政策还在 没有彻底废除,5094935734523634,1,来自广东,Tue Oct 29 22:06:41 +0800 2024,0,平遥张,m
计划生育政策作废了吗？,5094933544834440,1,来自广东,Tue Oct 29 21:57:59 +0800 2024,0,平遥张,m
马寅初的观点错误，也可以重新剖析，指出错误的地方,5094931588714525,1,来自山东,Tue Oct 29 21:50:12 +0800 2024,0,随便逛逛少留言,m
当今社会生活鸭梨山大，尤其是大学生毕业即失业，不婚不育，利国利民！[good][good][good],5094916099408321,2,来自广东,Tue Oct 29 20:48:39 +0800 2024,0,ahtanchina,m
中国传统的生育观念不回归，再高的经济奖励作用也不大。,5094901230341907,1,来自河北,Tue Oct 29 19:49:35 +0800 2024,0,烑燚,f
特别是要打击LGBT妖言惑众，或那些精致的利己主义者。,5094876062942281,1,来自湖北,Tue Oct 29 18:09:34 +0800 2024,0,雁桥三泉,m
还有一点，现狗对儿童的伤害最大！需紧急治理[允悲],5094870886384055,1,来自山东,Tue Oct 29 17:48:59 +0800 2024,0,笑颜158,m
让孕妇和婴幼儿成为我们社会上最被保护的群体，成为真正的“特权”群体，排队和交通优先。这点提得好。,5094859461364240,1,来自福建,Tue Oct 29 17:03:36 +0800 2024,0,神算子LWZ,m
需要新时代的j《家有儿女》。想当年为了凑个三孩之家还得牵强各种理由[允悲],5094847835539739,1,来自北京,Tue Oct 29 16:17:24 +0800 2024,0,NPC2001,m
现在生育激励有政策吗？,5094846792467853,1,来自北京,Tue Oct 29 16:13:15 +0800 2024,0,阿拉次仁,m
那你该生十个八个给国家做贡献，你做到了吗？在这放什么屁？生出来的孩子是猫狗吗？给口饭就可以长大了？还你打算养活这些孩子？你要这样养你自己的孩子谁也不拦你，别人生不生孩子管你屁事？,5096302742605361,3,来自陕西,Sat Nov 02 16:38:41 +0800 2024,0,紫灵静雨,f
说得好[good],5094880428164034,0,来自上海,Tue Oct 29 18:26:54 +0800 2024,0,小米樊James,m
这张图是？,5094845846653029,0,来自辽宁,Tue Oct 29 16:09:30 +0800 2024,0,十楼的九哥,m
看到这些评论终于知道为什么女性不愿生不敢生了，张口闭口生产工具，基本的尊重都没有。,5095440641163702,3,来自重庆,Thu Oct 31 07:33:00 +0800 2024,0,君若风来,m
要不您先像以前那样生8个带头示范一下？,5095434181936862,2,来自上海,Thu Oct 31 07:07:20 +0800 2024,0,GT_Alex,m
少一点007，996比什么都好使,5095249886056021,1,来自江苏,Wed Oct 30 18:55:00 +0800 2024,0,后排排排排,f
996是出生率提高的最大动力。,5097267046909541,0,来自上海,Tue Nov 05 08:30:29 +0800 2024,0,里格楞123,f
认同,5096968701873528,0,来自广东,Mon Nov 04 12:44:58 +0800 2024,0,大小猫咪,f
我就是赞成少生的，你来打击我啊,5096567809770910,1,来自山西,Sun Nov 03 10:11:58 +0800 2024,0,金子2015亮,m
前总生了几个？[doge],5096218268795980,0,来自辽宁,Sat Nov 02 11:03:01 +0800 2024,0,小臭的老臭,m
有条件就多生几个，没条件就少生，一定要生,5096136182333819,0,来自福建,Sat Nov 02 05:36:50 +0800 2024,0,武181,m
关键是： 孕妇孕期和产假社会福利的公平实施，社会福利性质的普惠医疗（18岁或大学毕业前），普惠的公立幼儿园， 取消重点中小学后的就近唯一入学的中小学。,5095899279134805,0,来自北京,Fri Nov 01 13:55:28 +0800 2024,0,TSOROST,m
最主要的还有教育，现在孩子，家长，老师压力都很大，回归80，90年代的所有教材，教育体制，生育率才会上来。,5095881780494633,0,来自浙江,Fri Nov 01 12:45:55 +0800 2024,0,是来学习的z,f
搞计生的时候，不惜让人家破人亡。鼓励生育的时候，又要禁止人们谈论不婚不育。才几年功夫。,5095826856870850,0,来自湖北,Fri Nov 01 09:07:41 +0800 2024,0,夜来无事乱翻书,m
未来东北化是大势所趋，少子，考公，烧烤，短视频，然后一起完蛋,5095574867545607,0,来自河北,Thu Oct 31 16:26:22 +0800 2024,0,成都往事1969,m
应该大力鼓励宣扬多子多福，不孝有三无后为大的文化传统！也是中华民族兴旺发达的人口基础！[good],5095463093011465,0,来自广东,Thu Oct 31 09:02:13 +0800 2024,0,海沙55,m
多子多福，儿孙满堂，其乐融融，老年生活才幸福,5095455614568016,0,来自甘肃,Thu Oct 31 08:32:30 +0800 2024,0,锦合宜华,m
看图说话:产蛋🥚区(高产区)，还是生殖器周边与腹腔[允悲][允悲][允悲],5095413447393480,0,来自山东,Thu Oct 31 05:44:57 +0800 2024,0,过的地梗,m
生育不单单是宣传的事。实际上，工业化程度越高，城市化越早，生育率越低！各方面都落后的地方越能生！西方发达国家，也不搞计划生育，还大力鼓励生育，很多家庭也不愿意多生，甚至还不生。  尤其是现有工作环境，对育龄女性十分不友好，更不敢生了。,5095412334067822,0,来自河北,Thu Oct 31 05:40:31 +0800 2024,0,冲虚散漫人,f
目前还是口惠实不至,5095281664724569,1,来自上海,Wed Oct 30 21:01:17 +0800 2024,0,WILLIAM_PiP,m
需要持续性的补贴出现。那种一次性补贴根本是自欺欺人的政策,5095271942327098,0,来自河北,Wed Oct 30 20:22:39 +0800 2024,0,Syarder,m
中国人一直有多子多福的观念，只是近几十年搞的想生也生不了,5095252276810304,0,来自浙江,Wed Oct 30 19:04:30 +0800 2024,0,寻找长长的雪道,m
非常非常认同[鼓掌],5095251120751156,0,来自广东,Wed Oct 30 18:59:54 +0800 2024,0,变亦不变17180,m
前总你把我想说的话都说出来了，太支持了，希望大大能看到[允悲][允悲],5095205409657477,0,来自湖北,Wed Oct 30 15:58:17 +0800 2024,0,Hankht,m
现在都35岁失业，大环境又差，未来有那么多新增工作岗位养过那么多人吗,5095175196774168,1,来自广西,Wed Oct 30 13:58:13 +0800 2024,0,加贝多多,m
//@前HR本人:没错//@猛犸读书:最重要的是要打击以不生少生为主题的自媒体，这玩意太带风向了,5095159715072355,0,来自湖北,Wed Oct 30 12:56:42 +0800 2024,0,真是无语3,m
我今年36虚岁，的确没有结婚，没生孩子，但这是个人目前选择，这种不能放在网上，而且生活中我也不宣扬这种生活是否正确或者美好。就不说别的，动植物本身就是要繁衍的，这是本能基因。,5095140020716583,0,来自宁夏,Wed Oct 30 11:38:27 +0800 2024,0,miumiu仔仔,m
先把搞男女对立的先掐死，否则其他的都没意义,5095129284608953,0,来自广西,Wed Oct 30 10:55:47 +0800 2024,0,第五类轨迹,m
个人认为生不生和媒体风向无多大关系，感觉教育内卷严重，尤其是中考的压力，育娃真能气出病来，金钱和精力都不足！[哼]如果35以后要孩子，正好赶上更年期和青春期相遇，两败俱伤啊！,5095118853636777,0,来自山东,Wed Oct 30 10:14:20 +0800 2024,0,落叶伊然JN,f
[威武],5095110924569811,0,来自甘肃,Wed Oct 30 09:42:50 +0800 2024,0,035024-胡说,m
[doge]婚介坑人也得管管，毕竟还没处到对象就被坑了好几万，新闻上比比皆是。,5095099210139915,0,来自浙江,Wed Oct 30 08:56:17 +0800 2024,0,东海暴躁kuma,m
只生一个好，政府帮养老，这口号新鲜感还未过,5095094359951829,0,来自广东,Wed Oct 30 08:37:00 +0800 2024,0,雄邦红华,m
现在又多子多福了，只有把以前搞计划生育的人，被结杂的人发补偿，才能安抚人心,5095087649065024,0,来自湖南,Wed Oct 30 08:10:20 +0800 2024,0,湘西土族,m
说到重点了,5095078006096243,0,来自广东,Wed Oct 30 07:32:01 +0800 2024,0,来去之间他大爷,f
谁爱要谁要,5095063736549886,0,来自陕西,Wed Oct 30 06:35:19 +0800 2024,0,可惜不是千里马,m
从精神上褒奖英雄母亲，全社会形成荣母、护幼的风气,5095025788846725,0,来自北京,Wed Oct 30 04:04:32 +0800 2024,0,蛐蛐多多,f
关键是真养不起[允悲],5094972944550049,0,来自广东,Wed Oct 30 00:34:32 +0800 2024,0,testtest-baba,m
您愿意生就多生点嘛,5094954429582904,0,来自四川,Tue Oct 29 23:20:58 +0800 2024,0,李翔771770,m
体制内人员每年都有取暖费，包括退休人员，是一个月的全额工资，建议未婚未育的免发。各种就业政策应该向婚育家庭倾斜，适当减免婚育家庭个人所得税和营业税，出行婚育家庭适当减免，减免儿童出行和景区门票，对婚育家庭进行物业费取暖费卫生费医疗费补助。上下班时间节假日时间婚育家庭灵活安排。,5094954198633587,0,来自甘肃,Tue Oct 29 23:20:03 +0800 2024,0,国是参赞5677094475,m
已经晚了很多年,5094949542953904,0,来自安徽,Tue Oct 29 23:01:33 +0800 2024,0,老狼201104,m
先把这些打拳的收拾了,5094946421605039,0,来自四川,Tue Oct 29 22:49:08 +0800 2024,0,想抓住一點安慰3c_22,f
把彩礼问题解决，最少提升两个点,5094937645292060,0,来自山东,Tue Oct 29 22:14:16 +0800 2024,0,三树之上,m
想问一下愤怒的楼主，你家几个孩子？,5094936217128667,0,来自浙江,Tue Oct 29 22:08:36 +0800 2024,0,徐本俊杰1984,f
多子多福、不孝有三无后为大，去掉其男女平等方面缺陷的地方，其他都是需要发扬的。要弘扬中国传统文化！母以子女为贵，妈妈地位尊崇，家族互助兴旺发达。这些传统文化缺失了遗落了确实需要弘扬，女人天生有母性，不爱孩子的女人必竟是少数。同时，全社会都应该尊重母亲，而不要嫌弃容貌和身材娇好的少,5094931142806030,0,来自湖北,Tue Oct 29 21:48:26 +0800 2024,0,悠然群英荟萃,f
优生优育还要继续，加大力度，使我们的出生人口质量继续提高,5094929087075575,0,来自天津,Tue Oct 29 21:40:16 +0800 2024,0,蓝风幽兰,f
@中国政府网 @求是 @人民日报 @央视新闻 @新华社,5094927338046964,0,来自山东,Tue Oct 29 21:33:19 +0800 2024,0,嬉皮笑脸葡葡萄,m
[话筒],5094924749378408,0,来自四川,Tue Oct 29 21:23:02 +0800 2024,0,老鹰茶168,m
一人不生，全村全杀，我就不信了,5094917493490162,0,来自江苏,Tue Oct 29 20:54:11 +0800 2024,0,传火祭祀场,m
少生优生，幸福一生[吃瓜]只生一个好，政府来养老[doge] 涂墙官宣,5094914985034289,1,来自上海,Tue Oct 29 20:44:13 +0800 2024,0,凸铁,m
转发微博,5094913280838682,0,来自山东,Tue Oct 29 20:37:28 +0800 2024,0,董记传统糕点,m
把那个计划生育的部门改成鼓励生育部？,5094913152128049,0,来自广东,Tue Oct 29 20:36:57 +0800 2024,0,风吹沙___,m
我觉得最先应该做的就是约谈各平台老总[允悲],5094901937079569,0,来自广东,Tue Oct 29 19:52:23 +0800 2024,0,忆诺西,m
计划生育是国策,5094895750743145,0,来自天津,Tue Oct 29 19:27:48 +0800 2024,0,Monsieur--V,m
【要对社会上仇视儿童、对儿童一点噪音就唧唧歪歪的恶劣例子进行曝光。让孕妇和婴幼儿成为我们社会上最被保护的群体，成为真正的“特权”群体，排队和交通优先。】//@前HR本人:又是典型不懂。没有人口就没有需求，就没有市场。东北出生率最差，经济现在已经在全国倒数。甚至人均GDP都被西南超过//,5094889970467188,0,来自天津,Tue Oct 29 19:04:49 +0800 2024,0,明钧知衡,m
说得太对了,5094889479738583,0,来自广东,Tue Oct 29 19:02:53 +0800 2024,0,未想到好名,f
对，宣传得先行[笑哈哈],5094882550744159,0,来自上海,Tue Oct 29 18:35:21 +0800 2024,0,RONIA2011,f
先把“阉人”给封了[赞],5094881884375245,0,来自山东,Tue Oct 29 18:32:42 +0800 2024,0,挣脱g睡了2,f
生二胎三胎的，减免银行贷款利息，再奖励20万母亲关爱金，那生孩子的家庭会增加,5094879340528904,0,来自山西,Tue Oct 29 18:22:36 +0800 2024,0,心向大海202005,m
当结婚代价太大、离婚代价又太少时，提高结婚生育就是一个笑话。这不是男女对立问题，事实上就是想得太多才导致这个结局，以前都说女孩子不愿意随意找伴侣，现在我身边是男孩子也不愿意找伴侣结婚。娃大学同学6个死党，除了一个今年结婚，余下5个全部单身，连女票都没有，男孩子全部有房有车。,5094877027897670,0,来自上海,Tue Oct 29 18:13:24 +0800 2024,0,爱糊涂的花心,f
让少数民族多生点,5094876095447802,0,来自浙江,Tue Oct 29 18:09:41 +0800 2024,0,啊啊啊图lol了,m
不生，还有错了,5094875957560774,0,来自江西,Tue Oct 29 18:09:09 +0800 2024,0,被自己萌醒,m
先封杀俞飞鸿。不婚不育可以演戏，但不能上访谈节目，上访谈节目或多或少会流露价值观。,5094867582061394,0,来自广东,Tue Oct 29 17:35:52 +0800 2024,0,不想改不会改,m
把女人的择偶权交给父母，马上解决,5094866711481403,0,来自海南,Tue Oct 29 17:32:25 +0800 2024,0,Jonny21,m
动物一般在适合生仔的时候都会选择绝育。,5094865971446402,0,来自广东,Tue Oct 29 17:29:28 +0800 2024,0,钢筋铁骨屏蔽罩,m
转发微博,5094865106371898,0,来自广东,Tue Oct 29 17:26:02 +0800 2024,0,金葆华,f
现在年轻人不够相信未来会更好，过去几年年轻人一直在躺平和应激间反复横跳，没有相对稳定的乐观预期，生育状况可能不会有多大改观的。,5094864478277251,0,来自安徽,Tue Oct 29 17:23:32 +0800 2024,0,爱偷蜜的大熊,m
杨某人，金某人[doge]都是要高度警惕的[doge],5094863987806115,0,来自陕西,Tue Oct 29 17:21:35 +0800 2024,0,光着膀子跳探戈008,m
强烈建议公务员、事业单位的要带头生三胎，起到示范作用；以后招聘公务员、事业单位有加分项，升职有加分项；高考北大、清华、C9录取有加分,5094862252672432,0,来自广东,Tue Oct 29 17:14:41 +0800 2024,0,梦醒时分20210318,m
三岁以下儿童，在🚞高铁有随意哭闹权。3到6岁儿童，有部分哭闹权，父母必须做出哄孩子动作。6-10岁儿童，有吵闹权。以后成人质疑儿童苦闹的，拘留成人。矫枉必须过正。,5094860726209727,0,来自浙江,Tue Oct 29 17:08:38 +0800 2024,0,Dussely,m
多子多福、不孝有三无后为大，鼓励男女平等，我们可以放开鼓励生育文化，这比经济激励成本低，长远效果更好。,5094859772002433,0,来自新疆,Tue Oct 29 17:04:49 +0800 2024,0,漫浪色雪,m
上海那种人比较多,5094859167237146,0,来自江苏,Tue Oct 29 17:02:26 +0800 2024,0,大海看世界,m
未婚年轻女人＞外男＞孕妇＞小孩＞老人＞猫狗＞国男,5094856516965815,0,来自广西,Tue Oct 29 16:51:54 +0800 2024,0,用户7917719822,f
太对了,5094856164642177,0,来自四川,Tue Oct 29 16:50:30 +0800 2024,0,亮亮的灯123,m
还有现在小孩生病太多了，砖家已经在宣称一年生病12次以上都是正常的，家长们照顾病娃都累死了还有精力多生吗,5094855554633185,0,来自四川,Tue Oct 29 16:48:05 +0800 2024,0,鸟与梦飞翔_Jessie,f
那些言论其实还好，生育率低的核心问题不在那些。结婚的人逐年减少的趋势也值得关注,5094854956945181,0,来自北京,Tue Oct 29 16:45:42 +0800 2024,0,KT现CC,m
现在已经不需要打击了，光教育一项就能让大家望而却步,5094854596494514,0,来自浙江,Tue Oct 29 16:44:16 +0800 2024,0,别乱发评论,m
政策步伐太慢了，想生的岁数越来越大，不想生的的不需要,5094850137165562,0,来自山东,Tue Oct 29 16:26:33 +0800 2024,0,倚天试锋Qiao,m
专家说的，发展新质生产力，不用那么多人GDP照样嗷嗷叫[允悲],5094849940556955,0,来自山东,Tue Oct 29 16:25:46 +0800 2024,0,虾皮小海鲜,m
这是个矛盾，需要辩证分析，做蛋糕时，人越多越好，分蛋糕时，人越少越好。但目前的自动化和AI也确实在逐步消灭基层工作，像我们的港口自动化水平和效率世界领先，但港机工人和司机们的需要量骤降。各行业采用自动化和AI提高生产力的同时，应该从宏观上也要注意给基层民众创造出足够的新增岗位数。,5094849898874536,0,来自广东,Tue Oct 29 16:25:36 +0800 2024,0,地球大乡里,m
需要宣传部门和执法部门联手抓一批,5094849381927425,0,来自广西,Tue Oct 29 16:23:33 +0800 2024,0,宁可也不小小,m
孩子读书真的花太多精力了，老师要花时间应付上面很多作业都是家长管着，每天还有各种需要拍视频打卡的作业。,5094847386226102,0,来自贵州,Tue Oct 29 16:15:37 +0800 2024,0,好好吃饭不肥不胖,f
先管好南方系、野鸡网吧[摊手],5094847070868070,0,来自上海,Tue Oct 29 16:14:22 +0800 2024,0,咖喱洋山芋2015,m
根源还是在经济上,5094846801118906,0,来自安徽,Tue Oct 29 16:13:18 +0800 2024,0,cyy201314bsx,m
补贴也是一种极端，不干正事！要改变社会经济现状，不要过分的人为干预才是正道！,5094846694428521,0,来自河北,Tue Oct 29 16:12:52 +0800 2024,0,奕江9191,m
感觉最后实际措施会变形成无限对女性优待，最后变成助长女拳了[思考]。,5094845955705168,0,来自广东,Tue Oct 29 16:09:56 +0800 2024,0,xfxf31,m
要有具体明确的条文，让基层的组织来镇压歪风。,5094845534441872,0,来自浙江,Tue Oct 29 16:08:16 +0800 2024,0,鱼尾,m
强烈支持[good],5094845276750390,0,来自江苏,Tue Oct 29 16:07:14 +0800 2024,0,yeolmydestinyf_1971,m
如果2010年前放开就好了，我第二个女儿出生后，村计划生育小分队天天找我麻烦，我们迫于无奈放弃了，现在年纪大了想生生不了了[泪],5094845152496368,0,来自广东,Tue Oct 29 16:06:45 +0800 2024,0,黄坡湖人,m
以前湖南卫视有个爸爸去哪儿的亲子节目挺好的，突然被举报限制了。感觉类似节目可以来一些,5094844039168519,0,来自北京,Tue Oct 29 16:02:18 +0800 2024,0,钓鱼与投资,m
[赞],5094843541886675,0,来自浙江,Tue Oct 29 16:00:21 +0800 2024,0,海洋洋hiyoung,m
托儿所幼儿园免费，生育率马上上来。,5094843191922591,0,来自四川,Tue Oct 29 15:58:57 +0800 2024,0,延贤山,m
谁爱生谁生,5094841996018330,0,来自北京,Tue Oct 29 15:54:11 +0800 2024,0,家有虎呆,m
重拳出击,5094840861983550,0,来自上海,Tue Oct 29 15:49:42 +0800 2024,0,凯文M,m
物质决定意识吧，普通人多生孩子没有什么物质好处。,5094840650435011,0,来自江苏,Tue Oct 29 15:48:51 +0800 2024,0,明雅教育,m
最该做的是扭转教育低质无效内卷的情况，孩子太累，压力太大，家长财力精力压力都大。这是阻碍生育欲望的最根本原因之一。,5094840098359932,0,来自四川,Tue Oct 29 15:46:40 +0800 2024,0,八十年代的哥66,m
赶紧都来贵州吧，来了就想生。,5094838867854630,0,来自贵州,Tue Oct 29 15:41:46 +0800 2024,0,一个问号在头顶,m
赞同,5094838527331399,0,来自上海,Tue Oct 29 15:40:25 +0800 2024,0,青春怅然而逝,m
打压拳师才行,5095321390550057,0,来自安徽,Wed Oct 30 23:39:08 +0800 2024,0,战斗猫199206,m
确实的，整顿媒体、自媒体平台迫不及待了，大力封杀一切不合适言论,5095278061814752,0,来自上海,Wed Oct 30 20:46:58 +0800 2024,0,内涵又搞笑,m
好多事情象滚滚流水一路东去无法改变,5095101967895092,0,来自浙江,Wed Oct 30 09:07:14 +0800 2024,0,名蕊内衣,f
妇女儿童，妇女在前，请先保证妇女的各项权利，再提倡儿童,5096210423874318,1,来自浙江,Sat Nov 02 10:31:51 +0800 2024,0,熟运,f
过去强制抓去打胎、结扎；现在不会强制受孕吧？,5095661370343665,1,来自江苏,Thu Oct 31 22:10:05 +0800 2024,0,蓝丝2020,m
我觉的生育率目前太高了,5095377386602800,1,来自广东,Thu Oct 31 03:21:39 +0800 2024,0,风吹草地V,m
来不婚不育，享受美好人生,5099827152820212,0,来自浙江,Tue Nov 12 10:03:26 +0800 2024,0,黄泥东06,m
这样的竟然是百万博主[允悲],5097374454910425,0,来自湖北,Tue Nov 05 15:37:17 +0800 2024,0,niya爱吃辣,f
生几个孩子买几个房子，你是多有钱,5096918370225073,0,来自浙江,Mon Nov 04 09:24:58 +0800 2024,0,Sherlock-Holmos,f
他们生了一大堆的也不交社保[doge][doge][doge]有什么用,5096642234294195,0,来自广东,Sun Nov 03 15:07:42 +0800 2024,0,小霏霏童鞋,f
没钱[允悲]说啥都没用,5096351019303419,0,来自江苏,Sat Nov 02 19:50:30 +0800 2024,0,olivia悦阅,f
嗯哼？随便吧，刚下班，在下大雨，找口饭吃吃去,5096066481128650,1,来自上海,Sat Nov 02 00:59:52 +0800 2024,0,行吧随你吧你开心就好,m
