content,_id,like_counts,ip_location,created_at,total_number,user_name,gender
很有诚意了，我们独生子女的父母要退了休以后才有一个月100元……,5083276805148867,0,来自江西,Fri Sep 27 17:58:16 +0800 2024,0,好想做个瘦纸,f
很好奇，博主会生二胎支持国家吗？[哈哈],5083252442007108,0,来自广东,Fri Sep 27 16:21:27 +0800 2024,0,春江水暖66,f
800不少了。 农村老人1个月才发100,5083247377646267,0,来自四川,Fri Sep 27 16:01:20 +0800 2024,0,燕子飞翔是想法,f
赞成直接发钱,5083235076015179,0,来自湖南,Fri Sep 27 15:12:27 +0800 2024,0,泰来A1,m
一胎有不？[允悲],5083220743819012,0,来自浙江,Fri Sep 27 14:15:30 +0800 2024,0,斗斗是个可爱的小女孩,f
生下来不给你，你能咋样[可爱]他们还有信誉吗[打call],5083195147552173,1,来自浙江,Fri Sep 27 12:33:47 +0800 2024,0,退休的刀匠,m
补贴那三瓜两枣根本解决不了任何问题，进入新时代了！认清现实吧，筒纸们！,5083193478479873,0,来自黑龙江,Fri Sep 27 12:27:08 +0800 2024,0,Rocky-Shanghai,m
快点落实,5083190259878865,0,来自江苏,Fri Sep 27 12:14:22 +0800 2024,0,萱草与燕儿,f
老家二胎每月 800 ，三胎 1000发到 3 岁[允悲],5083186448566049,0,来自江苏,Fri Sep 27 11:59:13 +0800 2024,0,一个人的昵称是什么,m
啥时候出啊！今年生的还赶得上吗[开学季] 我刚生半年,5083183235992120,0,来自浙江,Fri Sep 27 11:46:27 +0800 2024,0,膝盖头骨粉碎机,f
800不少了,5083162679970037,0,来自江苏,Fri Sep 27 10:24:46 +0800 2024,0,财菲来,f
钱去哪里领？,5083159211279481,0,来自山东,Fri Sep 27 10:10:59 +0800 2024,0,素衣如意,f
反正生与不生都是个人意愿，补贴对于生的人来说都是件实打实的好事,5083157130644062,0,来自江苏,Fri Sep 27 10:02:43 +0800 2024,0,_婷ttt_,f
建议二胎取消幼儿园收费,5083152536309269,0,来自浙江,Fri Sep 27 09:44:28 +0800 2024,0,谦虚的麦穗,f
说的特别好，你可以不生，但国家出这这个利好是挺好的，让愿意生的人生娃，毕竟我们都会老，也比引进黑绿这种不安定因素强,5083149086754916,2,来自江苏,Fri Sep 27 09:30:45 +0800 2024,0,打工狗的一天,f
更希望税能降下来点,5083148842434589,0,来自上海,Fri Sep 27 09:29:46 +0800 2024,0,葵小满,f
太假的消息了！钱从何处来！？,5083147010575888,1,来自广东,Fri Sep 27 09:22:30 +0800 2024,0,不惑大叔难,m
同意，尊重愿意生的，也要尊重不愿意生的。,5083143478183577,0,来自江苏,Fri Sep 27 09:08:28 +0800 2024,0,你们都别说话了333,f
杭州的装修补贴  确实很好。,5083142520045962,0,来自浙江,Fri Sep 27 09:04:39 +0800 2024,0,never605,m
生育虽然会带来一些生活上巨大的变化，但真的有人会给家庭带来很多欢乐。,5083140024697454,0,来自浙江,Fri Sep 27 08:54:44 +0800 2024,0,花田懒猫,f
对，给就比不给好。,5083138394949944,0,来自北京,Fri Sep 27 08:48:16 +0800 2024,0,黑米乐乐娘,f
差点看成 二胎补胎[二哈],5083131605158813,0,来自广东,Fri Sep 27 08:21:17 +0800 2024,0,财班大小姐,f
浙江很不错了～坐标生育大省山东，济南补助600,5083123828917200,0,来自山东,Fri Sep 27 07:50:23 +0800 2024,0,猫儿一朵,f
支持给二胎补贴[太开心],5083119567242176,0,来自广东,Fri Sep 27 07:33:27 +0800 2024,0,财sunshine,f
800力度很大了，生育率高，带动产业发展，促进就业，良性循环[good],5083118207501021,0,来自山东,Fri Sep 27 07:28:03 +0800 2024,0,麻费觉,f
800不少了。每次感觉你的观点都特别正,5083116708299970,0,来自上海,Fri Sep 27 07:22:06 +0800 2024,0,小葡萄爱西柚,f
主要是要解决产假休完到幼儿园这段时间抚养的难点,5083114567895429,0,来自广东,Fri Sep 27 07:13:35 +0800 2024,0,一石一蛋,m
要想年轻人生二胎把幼儿园和学校的问题解决了。,5083107107799456,0,来自山西,Fri Sep 27 06:43:57 +0800 2024,0,花间一壶白开水,f
说的很客观，也很为国家考虑，不错。不是一味吹或者贬,5083029875720808,1,来自江苏,Fri Sep 27 01:37:03 +0800 2024,0,大写的九五二七,f
要不是生不出来，我也好想要二胎[苦涩][苦涩][苦涩],5083158804431459,0,来自江苏,Fri Sep 27 10:09:22 +0800 2024,0,从此叫我小幸运,f
给我钱我也不生[二哈][羞嗒嗒][羞嗒嗒][羞嗒嗒]，主打一个反正过几年干脆生不了[二哈]，good,5088288310298864,0,来自湖南,Fri Oct 11 13:52:12 +0800 2024,0,Godguidesyourway,f
是个好消息，800也是钱,5084308884684969,0,来自山东,Mon Sep 30 14:19:22 +0800 2024,0,用音乐敬礼,m
说的很对,5083947895619843,0,来自四川,Sun Sep 29 14:24:55 +0800 2024,0,袁敏敏敏,f
鼓励二胎不如把一胎想生又有点顾虑的拉上车，[吃瓜]把幼儿托教这块恢复经济实惠的模式肯定能鼓励生育。,5083942544212302,0,来自广西,Sun Sep 29 14:03:39 +0800 2024,0,fightingl8,f
想生就生，不想生也不影响这些人什么。但是对于本来打算二胎三胎的人来说是福利,5083719230556918,0,来自浙江,Sat Sep 28 23:16:18 +0800 2024,0,TOWER本尊_988,m
800关键谁发?计划生育一娃的补贴，都不是国家发的[允悲],5083652363126866,0,来自上海,Sat Sep 28 18:50:36 +0800 2024,0,yexinjun_gb6,m
不管多少给了再说，不然天天喊生生生，口头支持谁不会呢？就像婆婆们天天喊你生吧，我给你带，多少人是在开空头支票？[doge],5083327109270263,0,来自广西,Fri Sep 27 21:18:09 +0800 2024,0,花开好了-吗,f
愿意生的人生，不愿意生的也不干涉。国家能拿钱出来鼓励下也是好事。不管多少吧。总比一点不发强。,5083235027518970,0,来自贵州,Fri Sep 27 15:12:15 +0800 2024,0,傻傻猪1999,m
天真，给是好事。估计给800，想办法收你1600，巧立名目谁不会呀[哈哈][doge],5083177398046368,0,来自江苏,Fri Sep 27 11:23:15 +0800 2024,0,南笙扶苏,m
社保没有单休私人企业工作不稳的人不敢生，何况zc随时变，不变的是变化本身,5083163329824346,0,来自江西,Fri Sep 27 10:27:21 +0800 2024,0,深海的鱼annie,f
如果有人给我钱，9.9我也挺开心的[爱你],5083157363687899,0,来自广东,Fri Sep 27 10:03:38 +0800 2024,0,梁某小白,f
对的,5083141372380170,0,来自浙江,Fri Sep 27 09:00:06 +0800 2024,0,吉塞拉郡主,f
存量二孩有800吗,5083137178600325,1,来自福建,Fri Sep 27 08:43:26 +0800 2024,0,海海Miranda,f
[喵喵][喵喵]空口白话，以前独生子女证的基金都没几次，谁知道剩下的谁口袋里了，几百块奶粉都不够，不给七八千，就是空口白话,5083250275913224,0,来自浙江,Fri Sep 27 16:12:51 +0800 2024,0,养小肥猫的先生,m
[心],5083050257940985,0,来自陕西,Fri Sep 27 02:58:03 +0800 2024,0,漂漂流流沙,m
？,5083176032796933,0,来自河北,Fri Sep 27 11:17:49 +0800 2024,0,大白小夜灯,m
正常人类谁想着生二胎虐自己啊。,5083146726935928,0,来自福建,Fri Sep 27 09:21:23 +0800 2024,0,头尽光时,m
赞同,5083412805190090,0,来自天津,Sat Sep 28 02:58:41 +0800 2024,0,用户7029565540,m
我们已经生了的还能享受吗？不要只针对新生的。,5083171505573716,0,来自四川,Fri Sep 27 10:59:50 +0800 2024,0,用户7573999538,m
一个月补贴800，农村大把人生。我爸妈在农村，国家发的老人金一个月才一百多，800已经是很多很多了，唉！,5083021939837410,2,来自广东,Fri Sep 27 01:05:31 +0800 2024,0,保险经纪刘文锋,m
有比没有好啊，有没有这800想生的都会生。,5083592227553837,0,来自浙江,Sat Sep 28 14:51:38 +0800 2024,0,beauty清芷,m
支持！另外，鼓励生育就要从一胎开始，没有一胎哪来二胎三胎[苦涩][苦涩],5083224093493697,1,来自河南,Fri Sep 27 14:28:48 +0800 2024,0,哎吆哥哥,m
我也觉得，800元啊，起码娃的水果和书费有了吧。有些人就是不发钱骂，发钱了又酸，你干什么都得不了他们的一句“好”。,5083184182332741,0,来自河南,Fri Sep 27 11:50:13 +0800 2024,0,夏夏的彼时彼刻,f
没有用，给钱也不会生。所有的方法发达国家都试过了。能解决的方法就三种，学🇺🇸宗教控制，学欧洲引进黑绿三猴，学整个发达国家的弱化基础教育,5083154580769081,0,来自河北,Fri Sep 27 09:52:35 +0800 2024,0,mortycm,m
现在网络上有一股风气，生二胎三胎多生娃就会被喷，被喷“这么穷还生这么多，有时不生也是一种善良”这种喷法非常常见[允悲]估计.这些人是因为多生娃怕对自己以后孩子社会竞争更激烈吗[doge],5083135976933067,1,来自福建,Fri Sep 27 08:38:40 +0800 2024,0,甜筒姐妹,f
发钱当然好 问题是钱从哪里来 很多地方政府都没钱开工资了 老百姓也没钱 收单身税估计要闹翻天 是不是后续养老保障措施也要跟上[二哈],5083109798182934,0,来自江苏,Fri Sep 27 06:54:37 +0800 2024,2,kittylinda,f
期待这个政策成真,5083108990781328,0,来自广东,Fri Sep 27 06:51:26 +0800 2024,0,凯旋石柱,m
一万一月,5083077982290235,0,来自黑龙江,Fri Sep 27 04:48:13 +0800 2024,0,乡巴佬aying,m
虽然我自己不会想二胎，但我很开心别人生，哈哈,5083005880636433,157,来自北京,Fri Sep 27 00:01:42 +0800 2024,13,百折不饶的山宁,f
这笔钱其实从不生的人手上来的[二哈]以后各种单身税，丁克税都会以各种方法出来的[doge],5083006813342572,50,来自浙江,Fri Sep 27 00:05:25 +0800 2024,37,床边·好危险,f
我生了。不会冲着800去生，但给我800还是挺开心的[鼓掌]这次生完发现二胎孕产补助有7000，差不多把我自费部分覆盖了，也挺开心的,5083013787158366,75,来自浙江,Fri Sep 27 00:33:07 +0800 2024,9,Jessie是一只猫,f
800够我家一岁半娃一个月尿布+奶粉，家庭收入2w的我们夫妻听到这个消息都觉得很不错，年底二胎希望早日拿上这笔钱[嘻嘻],5083006880712779,61,来自辽宁,Fri Sep 27 00:05:41 +0800 2024,8,easytruam,f
我老家由县级财政拨款，已经实行2年了，不过是每个月400。对农村人而言，一年4800，也还不错了。,5083005427125503,45,来自浙江,Thu Sep 26 23:59:54 +0800 2024,8,宁波夜猫z,m
会不会只给增量发，不给存量发？,5083109932139808,20,来自广东,Fri Sep 27 06:55:10 +0800 2024,3,牛人儿的爹,m
全国有多少县城都负债累累，公务员工资都要拖到月底最后一天发，发八百的可能性不大。以前独生子女费才五块钱[允悲],5083042744369656,24,来自河南,Fri Sep 27 02:28:11 +0800 2024,3,芥末末末啊,f
应该给一胎的也补贴,5083007998758881,18,来自广东,Fri Sep 27 00:10:07 +0800 2024,0,朋友你听过珂拉琪吗,m
实在话。口惠而实不至，是过去几年最大的问题，鸡贼得很！,5083014786713713,13,来自上海,Fri Sep 27 00:37:06 +0800 2024,2,资深矿泉水品鉴师,m
看到有人说我的养老金也靠这些孩子，对，孩子的补贴也靠这些人交税，人口问题是整个经济发展的根基，给博主最后一段点赞，尊重个人保留善意,5083108282205574,5,来自北京,Fri Sep 27 06:48:37 +0800 2024,2,知知与和和,m
好好生，我的养老金要靠这些孩子的[doge],5083020876843143,17,来自陕西,Fri Sep 27 01:01:18 +0800 2024,0,上山打大的老虎,m
博主，你好！我想问下这个是真的吗？我今天刚生二胎？这个在哪里领？怎么领？,5083018291577122,2,来自重庆,Fri Sep 27 00:51:00 +0800 2024,3,林中的采花女,f
说得中肯，的确是不生的也不吃亏，生了的总比没有补贴强,5083095654728847,5,来自浙江,Fri Sep 27 05:58:26 +0800 2024,0,沙发垫子很暖和,f
我们这挂产科自费！社区建档花了我一千七，上班上到生就为了生的时候定额报销，产假的一点最低工资，怎么想都不想再生了。,5083138713455126,0,来自江苏,Fri Sep 27 08:49:32 +0800 2024,2,joycett,f
[打call]觉得把产检+分娩费用全免+把免费疫苗范围增加,5083033880757352,7,来自广东,Fri Sep 27 01:52:58 +0800 2024,0,亦恕201912,m
大家都不生很多行业要失业了，首先就是各地的妇产科医护，我生大宝的时候，医院人多到住走廊，后面有次去探友，同家医院有一半的病房空着关灯了。其次就是幼儿园，收的学生递减，那么老师何去何从啊,5083156747124839,0,来自江苏,Fri Sep 27 10:01:11 +0800 2024,2,早睡晚起没问题,f
每个月800对普通家庭来说，已经蛮不错了,5083169519048115,4,来自浙江,Fri Sep 27 10:51:57 +0800 2024,0,喵个咪0280,f
想当年生了二胎还被罚巨款[揣手][揣手],5083125501920438,0,来自北京,Fri Sep 27 07:57:02 +0800 2024,1,管他南北与西东,f
少哔哔、每个月800连梦都不敢这么做，先把15年二胎的罚款2万退还,5083120955295965,0,来自广东,Fri Sep 27 07:38:58 +0800 2024,1,qing_河,m
出个班级人数控制的政策吧，这个政策一出，执行到位立马就能看到效果，一边教室孩子人满为患，一边师范毕业生找不到工作，一边是乡村中小学撤校，这魔幻情况都是同时存在的。,5083103301207151,3,来自广东,Fri Sep 27 06:28:49 +0800 2024,0,云荒燕子,f
800 每个月的话，力度也很不小了[doge],5083097761054850,3,来自江苏,Fri Sep 27 06:06:48 +0800 2024,0,双子塔JOJO,f
每到这时我就想起杭州哪个公众号的评论区有个人说自己和妻子月收入一万，三个小孩，感谢政策……,5083007415749929,2,来自浙江,Fri Sep 27 00:07:48 +0800 2024,0,安柒77,f
不生的人肯定还是吃亏啊，国家统共就那么多钱，出了这个钱肯定就得从其他民生福利里扣不是,5083121946987014,0,来自天津,Fri Sep 27 07:42:55 +0800 2024,1,王小胖的水儿世界,f
希望二胎能拿上这个钱，毕竟已经没多少年可以拿了。,5083122463147277,1,来自上海,Fri Sep 27 07:44:58 +0800 2024,0,南有双嘉鱼,f
对已经生了二胎的来说，有比没有好[哈哈],5083106492547205,1,来自江苏,Fri Sep 27 06:41:29 +0800 2024,0,江上满沥青,f
聊胜于无，慢慢的改善,5083075949626091,1,来自河北,Fri Sep 27 04:40:08 +0800 2024,0,flying_hat,m
八百块钱不少了[笑cry],5083026371379900,1,来自浙江,Fri Sep 27 01:23:08 +0800 2024,0,TX什么时候破产,f
每个月给800应该有很多人生的,5083187963233364,1,来自北京,Fri Sep 27 12:05:14 +0800 2024,0,雪域满天,f
说的挺好的。客观,5083213715999189,0,来自北京,Fri Sep 27 13:47:34 +0800 2024,0,Ulrica乂,f
嗯嗯,5083180312299753,0,来自河北,Fri Sep 27 11:34:50 +0800 2024,0,善良的善良苏苏,f
为了我的养老金，希望多生,5083174016647691,0,来自广东,Fri Sep 27 11:09:49 +0800 2024,0,人生目标是早日退休的黄女士,f
从无到有，就是进步。,5083161191253679,0,来自安徽,Fri Sep 27 10:18:51 +0800 2024,0,潘一先生,m
二胎占大头的应该不是一线城市吧，800在中小城市力度真的可以的,5083143655130364,1,来自陕西,Fri Sep 27 09:09:10 +0800 2024,0,渔师与厨夫,m
80-90其实都是愿意生的，但是这一系列生育啊，教育啊，房产政策都晚了，前面这批但凡有点进取心的，基本都已经被教育套牢，房产站岗了，诶,5083162950767528,2,来自浙江,Fri Sep 27 10:25:51 +0800 2024,0,清闲煮茶客,f
好的政策大家一定要不吝赞美，这样上面才有动力继续努力💪！赞博主[给力][给力][给力][good][good][good],5083164976612162,1,来自内蒙古,Fri Sep 27 10:33:54 +0800 2024,0,好运嘉茹,f
每月800不少了，有的地方财政真不一定能拿的出来这么多钱,5083162017007145,1,来自河北,Fri Sep 27 10:22:08 +0800 2024,0,小小的甜蜜的负担,f
好的政策大家一定要不吝赞美[鲜花][鲜花][鲜花],5083147975001710,1,来自上海,Fri Sep 27 09:26:20 +0800 2024,0,可遇-8可求,m
希望明年老二出生就能领上[嘻嘻],5083547427410038,0,来自广西,Sat Sep 28 11:53:37 +0800 2024,0,一斤两斤三斤,m
@我的印象笔记,5083357643280690,0,来自湖北,Fri Sep 27 23:19:29 +0800 2024,0,六月天0301,f
很中肯[good],5083346256267808,0,来自天津,Fri Sep 27 22:34:14 +0800 2024,0,cyndi安,f
我相信我们国家未来的生育环境一定会越来越友好，让愿意生育的人减负，因为当你回头看就会发现，整体上来看其实政策和配套一直都是在进步的。,5083305013417454,0,来自广东,Fri Sep 27 19:50:21 +0800 2024,0,joyce00734,m
生孩子要解决的不是八百 是托育制度 学校三四点放学 咋上班啊没老人,5083303390219894,0,来自福建,Fri Sep 27 19:43:54 +0800 2024,0,Tuesday_G,f
很有诚意了，我们独生子女的父母要退了休以后才有一个月100元……,5083276805148867,0,来自江西,Fri Sep 27 17:58:16 +0800 2024,0,好想做个瘦纸,f
很好奇，博主会生二胎支持国家吗？[哈哈],5083252442007108,0,来自广东,Fri Sep 27 16:21:27 +0800 2024,0,春江水暖66,f
800不少了。 农村老人1个月才发100,5083247377646267,0,来自四川,Fri Sep 27 16:01:20 +0800 2024,0,燕子飞翔是想法,f
赞成直接发钱,5083235076015179,0,来自湖南,Fri Sep 27 15:12:27 +0800 2024,0,泰来A1,m
一胎有不？[允悲],5083220743819012,0,来自浙江,Fri Sep 27 14:15:30 +0800 2024,0,斗斗是个可爱的小女孩,f
生下来不给你，你能咋样[可爱]他们还有信誉吗[打call],5083195147552173,1,来自浙江,Fri Sep 27 12:33:47 +0800 2024,0,退休的刀匠,m
补贴那三瓜两枣根本解决不了任何问题，进入新时代了！认清现实吧，筒纸们！,5083193478479873,0,来自黑龙江,Fri Sep 27 12:27:08 +0800 2024,0,Rocky-Shanghai,m
快点落实,5083190259878865,0,来自江苏,Fri Sep 27 12:14:22 +0800 2024,0,萱草与燕儿,f
老家二胎每月 800 ，三胎 1000发到 3 岁[允悲],5083186448566049,0,来自江苏,Fri Sep 27 11:59:13 +0800 2024,0,一个人的昵称是什么,m
啥时候出啊！今年生的还赶得上吗[开学季] 我刚生半年,5083183235992120,0,来自浙江,Fri Sep 27 11:46:27 +0800 2024,0,膝盖头骨粉碎机,f
800不少了,5083162679970037,0,来自江苏,Fri Sep 27 10:24:46 +0800 2024,0,财菲来,f
钱去哪里领？,5083159211279481,0,来自山东,Fri Sep 27 10:10:59 +0800 2024,0,素衣如意,f
反正生与不生都是个人意愿，补贴对于生的人来说都是件实打实的好事,5083157130644062,0,来自江苏,Fri Sep 27 10:02:43 +0800 2024,0,_婷ttt_,f
建议二胎取消幼儿园收费,5083152536309269,0,来自浙江,Fri Sep 27 09:44:28 +0800 2024,0,谦虚的麦穗,f
说的特别好，你可以不生，但国家出这这个利好是挺好的，让愿意生的人生娃，毕竟我们都会老，也比引进黑绿这种不安定因素强,5083149086754916,2,来自江苏,Fri Sep 27 09:30:45 +0800 2024,0,打工狗的一天,f
更希望税能降下来点,5083148842434589,0,来自上海,Fri Sep 27 09:29:46 +0800 2024,0,葵小满,f
太假的消息了！钱从何处来！？,5083147010575888,1,来自广东,Fri Sep 27 09:22:30 +0800 2024,0,不惑大叔难,m
同意，尊重愿意生的，也要尊重不愿意生的。,5083143478183577,0,来自江苏,Fri Sep 27 09:08:28 +0800 2024,0,你们都别说话了333,f
杭州的装修补贴  确实很好。,5083142520045962,0,来自浙江,Fri Sep 27 09:04:39 +0800 2024,0,never605,m
生育虽然会带来一些生活上巨大的变化，但真的有人会给家庭带来很多欢乐。,5083140024697454,0,来自浙江,Fri Sep 27 08:54:44 +0800 2024,0,花田懒猫,f
对，给就比不给好。,5083138394949944,0,来自北京,Fri Sep 27 08:48:16 +0800 2024,0,黑米乐乐娘,f
差点看成 二胎补胎[二哈],5083131605158813,0,来自广东,Fri Sep 27 08:21:17 +0800 2024,0,财班大小姐,f
浙江很不错了～坐标生育大省山东，济南补助600,5083123828917200,0,来自山东,Fri Sep 27 07:50:23 +0800 2024,0,猫儿一朵,f
支持给二胎补贴[太开心],5083119567242176,0,来自广东,Fri Sep 27 07:33:27 +0800 2024,0,财sunshine,f
800力度很大了，生育率高，带动产业发展，促进就业，良性循环[good],5083118207501021,0,来自山东,Fri Sep 27 07:28:03 +0800 2024,0,麻费觉,f
800不少了。每次感觉你的观点都特别正,5083116708299970,0,来自上海,Fri Sep 27 07:22:06 +0800 2024,0,小葡萄爱西柚,f
主要是要解决产假休完到幼儿园这段时间抚养的难点,5083114567895429,0,来自广东,Fri Sep 27 07:13:35 +0800 2024,0,一石一蛋,m
要想年轻人生二胎把幼儿园和学校的问题解决了。,5083107107799456,0,来自山西,Fri Sep 27 06:43:57 +0800 2024,0,花间一壶白开水,f
说的很客观，也很为国家考虑，不错。不是一味吹或者贬,5083029875720808,1,来自江苏,Fri Sep 27 01:37:03 +0800 2024,0,大写的九五二七,f
要不是生不出来，我也好想要二胎[苦涩][苦涩][苦涩],5083158804431459,0,来自江苏,Fri Sep 27 10:09:22 +0800 2024,0,从此叫我小幸运,f
