content,_id,like_counts,ip_location,created_at,total_number,user_name,gender
公司人事吃饭的时候还在蛐蛐入职没多久就怀孕的同事[doge]“明明面试的时候说不生不生的”,5095278573520685,19,来自山东,Wed Oct 30 20:49:00 +0800 2024,1,齐刘海猫-,f
房价太贵了…生了小孩干啥都要钱…工时太长，如果还要陪小孩的话，哪里还有自己的时间…这不是个人问题，而是普遍的社会现象，我们也很希望能有有效的解决方式,5095258230360748,16,来自浙江,Wed Oct 30 19:28:10 +0800 2024,0,缱绻知不知,f
为什么不敢生？因为每天晚上睡不好，早上还要早早去上班一分钟也不能迟到，这个眼皮子永远都是睡不醒的状态。,5095284841382804,17,来自山西,Wed Oct 30 21:13:54 +0800 2024,0,A-loyal,f
婚假仅三天，没时间生[拜拜],5095295686547443,11,来自江苏,Wed Oct 30 21:57:00 +0800 2024,0,赟兒喔,f
排比句用的好[good][心],5095272023851762,4,来自浙江,Wed Oct 30 20:22:59 +0800 2024,0,定有趣,f
改善中/青年轻人的就业状况，提高普通岗位的收入水平，让年轻人有事可做还有较理想的收入，这个可能影响会更大点，要做到可能会比较难。,5095253189855721,22,来自广东,Wed Oct 30 19:08:08 +0800 2024,0,小镇随拍,m
35岁歧视解决了再说,5095286583860069,15,来自湖南,Wed Oct 30 21:20:50 +0800 2024,0,Adam杨帆,m
先解决生存问题再说吧[doge],5094963722849808,15,来自广东,Tue Oct 29 23:57:54 +0800 2024,0,大明久仰,m
现在的自己都不想活 没有活下去的勇气和动力。。根本不会考虑结婚和新一代,5095285414432550,13,来自福建,Wed Oct 30 21:16:11 +0800 2024,0,小林电气焊,m
[喵喵]鼓励一下，买劳斯莱斯5元券就到位了呢,5095253950334058,9,来自上海,Wed Oct 30 19:11:09 +0800 2024,0,一只乐观的sloth,f
请直面一下没钱没时间，自己工作都不理想，总不能为了生而生[裂开],5095312228356159,5,来自安徽,Wed Oct 30 23:02:44 +0800 2024,0,白开水啊不加糖,f
转人工,5095284613582846,11,来自湖北,Wed Oct 30 21:13:00 +0800 2024,0,利莫里亚的守护者,f
放过她们吧,5095259491014641,14,来自江苏,Wed Oct 30 19:33:11 +0800 2024,0,Eun妖物,f
教育！教育！教育！生个孩子容易，吃喝也不是大问题，教育才是关健,5095250173891942,6,来自河北,Wed Oct 30 18:56:09 +0800 2024,1,好小豆,f
放开公立医院的单身生育，我生。因为不想结婚也不想恋爱。,5095259744769455,8,来自山东,Wed Oct 30 19:34:11 +0800 2024,4,LuckyBunny_ln,f
我能养得起谁啊？养自己都费劲儿！[裂开][裂开][裂开],5095255207316439,11,来自福建,Wed Oct 30 19:16:09 +0800 2024,0,萌橘橘呐,f
经常几个甲方同时跟我说“晚上加加班”、“周末加加班”、“假期加加班”，然后要钱的时候说“暂时不能付款”。活下去已经很艰难了。,5095294259172033,8,来自北京,Wed Oct 30 21:51:20 +0800 2024,0,我有个想法不一定对,f
取消调休，周末双休，取消加班[喵喵],5095284083789591,6,来自广东,Wed Oct 30 21:10:54 +0800 2024,0,是橙子海耶,f
工作让人压力太大是关键,5095295899140349,6,来自广东,Wed Oct 30 21:57:50 +0800 2024,0,nsjfhxbd,f
[哈哈]叫官方先直面打开评论区,5095264688016044,10,来自广西,Wed Oct 30 19:53:50 +0800 2024,0,咩咩不咩呢,f
科研压力大 做基础实验就不能生小孩,5095258933166334,5,来自江苏,Wed Oct 30 19:30:57 +0800 2024,0,海绵宝宝水母田,f
先给所有毕业生解决就业问题！,5095309856215939,2,来自新疆,Wed Oct 30 22:53:18 +0800 2024,0,我才不要听你的丶,f
下班之后不能回消息纳入强制执行,5095309763941606,6,来自湖北,Wed Oct 30 22:52:56 +0800 2024,0,油腻人间腻近解暑,f
最难的不就是“不想”吗？改变人的想法最难，说不想就是不想。[允悲],5095308094603482,3,来自广东,Wed Oct 30 22:46:18 +0800 2024,0,春衫曾湿西湖雨,f
35岁就找不到工作的话小孩才上小学 能生娃吗[拜拜],5095300484040365,6,来自陕西,Wed Oct 30 22:16:04 +0800 2024,0,伊只小蜜轰,m
养孩子太卷了 动不动一对一补课就一个小时好几百  普通老百姓怎么承受的起,5095297472268369,6,来自北京,Wed Oct 30 22:04:06 +0800 2024,0,hygracelily2012,f
不仅是经济，还有人。要给年轻人提供多一些好的恋爱教育和婚姻家庭教育。,5095274277769713,3,来自四川,Wed Oct 30 20:31:56 +0800 2024,0,一珠核桃,f
先解决双休吧[doge],5095256345281000,7,来自湖南,Wed Oct 30 19:20:40 +0800 2024,0,ToLetaBadThingDie,f
怎么 这么着急？,5095253834990385,6,来自广东,Wed Oct 30 19:10:41 +0800 2024,0,粉色艾破,f
不生[嘻嘻]没别的，压力太大了,5095252849591567,7,来自上海,Wed Oct 30 19:06:47 +0800 2024,0,剩了盛夏,m
同性也行帮帮忙，但你不让有啥办法[doge][doge][doge],5095407348876236,1,来自辽宁,Thu Oct 31 05:20:43 +0800 2024,0,XHHHHHH-0-,m
我老婆35岁怀着二胎，被公司裁员了，仲裁都半年了，也没个结果。我老婆以后估计找不到工作了，真后悔要二胎，以后就我一个人上班，想想都感觉未来生活艰难，只能走一步算一步了。,5095300985526623,2,来自北京,Wed Oct 30 22:18:04 +0800 2024,0,西北旺码农小助理,m
但凡所有工作都是双休 人会没时间吗[微笑],5095300595189289,1,来自广东,Wed Oct 30 22:16:30 +0800 2024,0,我还能再睡会v,f
就业难、住房难、生活难、贫穷，我自己都养不活，谁爱生谁生，不想下一代继承我的痛苦,5095295606325617,6,来自广西,Wed Oct 30 21:56:40 +0800 2024,0,冰淇淋奶茶上的叶子,f
养育孩子太太辛苦了，尤其在这个无比卷的时代，时间、精力、精神、经济等等全方位的。,5095276564452243,5,来自广东,Wed Oct 30 20:41:01 +0800 2024,0,长江长和,m
兰博基尼1000元优惠券[doge],5095263373101783,2,来自广西,Wed Oct 30 19:48:36 +0800 2024,0,_撒库拉酱,f
如果生一胎 可以提前退休三年 马上生[doge],5095252002083676,8,来自四川,Wed Oct 30 19:03:25 +0800 2024,0,奥特曼吃海椒,f
考虑考虑基层吧 我的党,5095313638165425,1,来自北京,Wed Oct 30 23:08:20 +0800 2024,0,啊哈哈哈哈饺子警长,m
8点半上班，9点半以后才下班，每天累死累活的[笑cry],5095294036873140,2,来自广东,Wed Oct 30 21:50:27 +0800 2024,0,酸枝奶酪,f
神经,5095292213136873,2,来自北京,Wed Oct 30 21:43:12 +0800 2024,0,Knigev666,f
从小卷到大，生个孩子让他继续卷？,5095279160987815,5,来自山东,Wed Oct 30 20:51:20 +0800 2024,0,Sake私藏家,f
大手一挥，今天我请客[赢牛奶]，吃完后摸摸嘴巴哪哪谁谁来买单[打脸],5095268120267391,5,来自上海,Wed Oct 30 20:07:28 +0800 2024,0,驴子追风,m
教育医疗住房就业是只字不提啊,5095261085111802,5,来自江苏,Wed Oct 30 19:39:31 +0800 2024,0,哥是狂酷霸拽帅,m
35岁高龄产妇+35岁考核门槛非升即走,5095257135914374,4,来自河南,Wed Oct 30 19:23:49 +0800 2024,0,落的璟,f
我生了两，三天两头学校搞活动要家长参加，又不好请假[笑cry]年轻人还是多玩几年吧，生不生随缘,5095256384865198,6,来自湖北,Wed Oct 30 19:20:50 +0800 2024,0,猫猫love宝宝,m
#直面不想生不敢生不能生##你准备生几个孩子#  这不想生的人呐，就像那叛逆的小孩，对着“生孩子”这件事直摇头：“哼，我才不要呢，我的自由时光还没过够呢，生了娃可不得被束缚住啦，天天围着娃转，那多无趣呀！”   不敢生的呢，就好似胆小的兔子，一想到生孩子的各种压力和风险，心里就直打鼓：“,5095255957310246,1,来自山东,Wed Oct 30 19:19:08 +0800 2024,0,微浪旅行攻略咖,m
主要是买不起房子[允悲]，工资低养不起娃,5095255030368727,6,来自浙江,Wed Oct 30 19:15:27 +0800 2024,2,小空间XIAO,f
面不了不还是照样活[太开心],5095252495180353,2,来自安徽,Wed Oct 30 19:05:23 +0800 2024,0,AIRiley921,f
不如支持一下试管生育，把价格打下来,5095252383498401,4,来自广东,Wed Oct 30 19:04:55 +0800 2024,0,糯糯芋泥麻薯球,f
房阶回到2008年两三千一方，我就生,5095249788012047,4,来自广东,Wed Oct 30 18:54:37 +0800 2024,0,小草164337,f
有钱吗就生,5096039756076757,0,来自广东,Fri Nov 01 23:13:40 +0800 2024,0,圆饼猫卷,f
《鼓励》《督促》有用的话，我都可以上清华了谢谢[黑线],5095455266703850,0,来自福建,Thu Oct 31 08:31:07 +0800 2024,0,浪费一个冬天-,f
想到要带孩子都觉得累,5095327084320084,0,来自广东,Thu Oct 31 00:01:46 +0800 2024,0,sugar0106,f
别说这些冠冕堂皇的话,5095319018409907,0,来自重庆,Wed Oct 30 23:29:43 +0800 2024,0,猫里咕噜圈,f
不管怎么说，几个关键的问题还是提出来了。但是解决办法还要再看。,5095297200428253,0,来自浙江,Wed Oct 30 22:03:01 +0800 2024,0,李小黑BlackLee,f
#生育补贴##直面不想生不敢生不能生#【直面“不想生”“不敢生”“不能生”，推动生育友好】为适应、引领人口发展新常态，国务院办公厅10月28日发布《关于加快完善生育支持政策体系 推动建设生育友好型社会的若干措施》（下称《若干措施》），从四个方面提出13项任务安排，对健全人口发展支持和服务体,5095294636656039,0,来自河南,Wed Oct 30 21:52:50 +0800 2024,0,AI孙国英,m
湖北婚假延长！！！！！！,5095275745776785,0,来自湖北,Wed Oct 30 20:37:46 +0800 2024,0,今天也有猫饼呀,f
33岁我就找不到工作了，怎么生,5095274980578756,5,来自广东,Wed Oct 30 20:34:43 +0800 2024,0,白衣墨凉,f
上周单位刚出通知不允许小孩进入办公大楼[doge][doge],5095273698954615,4,来自浙江,Wed Oct 30 20:29:38 +0800 2024,0,一个蔡粉-,m
@无愧于昭昭: 究竟是不懂，还是不想懂，还是懂装不懂，我想，大家心里都有答案[泪],5095272097516131,4,来自广东,Wed Oct 30 20:23:16 +0800 2024,0,就还是一亿小屋,f
时间精力和经济就是最大的问题,5095271870498232,4,来自浙江,Wed Oct 30 20:22:22 +0800 2024,0,私奔的小蘑菇,f
先解决就业，再生吧[可爱],5095267793638011,4,来自辽宁,Wed Oct 30 20:06:10 +0800 2024,0,ni尖,f
总结一下：用嘴巴来鼓励[打call],5095265327383480,4,来自广东,Wed Oct 30 19:56:22 +0800 2024,0,宝贝晴天agg5,f
落实5天8小时工作制，比什么乱七八糟的花拳绣腿都强,5095261896442497,5,来自四川,Wed Oct 30 19:42:43 +0800 2024,0,青瓜王的盛宴,m
越催越不好，补贴该给的都给了，该生的会生，不想生的还是不想生。,5095258196807496,0,来自浙江,Wed Oct 30 19:28:02 +0800 2024,0,金华磊哥,m
说一堆，没有一点数据作为支撑[doge][doge][doge][doge],5095256897357145,5,来自重庆,Wed Oct 30 19:22:52 +0800 2024,0,猛妹修炼大法,f
别读书就行了[doge]，不读书就爱生[笑cry],5095255607087850,4,来自北京,Wed Oct 30 19:17:45 +0800 2024,0,猫奴小姐姐,f
鼓励，就是不落实，就是不强制，等于没说,5095253775746215,1,来自陕西,Wed Oct 30 19:10:27 +0800 2024,0,我爱你呀宝贝菜菜,f
考不上高中的忧虑,5095253248577490,4,来自广东,Wed Oct 30 19:08:22 +0800 2024,0,超级无敌小婷子,f
直面没有钱没有钱没有钱[可爱],5095315662705315,2,来自上海,Wed Oct 30 23:16:23 +0800 2024,0,疾江,f
工会只是用来发福利的，什么时候工会能真的是工会[吃瓜],5095294763799550,3,来自广东,Wed Oct 30 21:53:20 +0800 2024,2,卖火柴的Jas,f
别喊口号了别喊口号了,5095284390236846,4,来自吉林,Wed Oct 30 21:12:07 +0800 2024,0,鱼苗兒nimo,f
请问年轻人够养活自己吗？照顾自己都费大力了好嘛,5095279944270343,4,来自上海,Wed Oct 30 20:54:26 +0800 2024,0,西西小青青,f
孩子健康长大要付出多少成本,5095278734740105,2,来自福建,Wed Oct 30 20:49:39 +0800 2024,0,叽里guala,f
先把双休落实，把婚姻法完善一下再来谈这些,5095278333396819,4,来自湖南,Wed Oct 30 20:48:03 +0800 2024,0,莎莎8649_247,f
没钱怎么直面[费解][费解],5095277599656921,3,来自江苏,Wed Oct 30 20:45:08 +0800 2024,0,m花生了什么树,f
生孩子的直接入编制工作，其它不要[并不简单],5095273049100322,5,来自广东,Wed Oct 30 20:27:03 +0800 2024,0,fs鸿鸿,m
要是有份朝九晚五，周末双休，下班时间没有人找，月薪一万左右的稳定工作，我立马结婚生三胎[泪][泪][泪],5095272938210129,4,来自广东,Wed Oct 30 20:26:36 +0800 2024,0,傻子里交换,f
年年过五一庆祝劳动节，年年双休不落实[黑线],5095272741079435,3,来自广东,Wed Oct 30 20:25:50 +0800 2024,0,就还是一亿小屋,f
我自己都不想活了还生什么啊[二哈],5095267682488185,2,来自浙江,Wed Oct 30 20:05:43 +0800 2024,0,看见我你呼吸就会变手动挡,m
先把 35 岁危机给解决了,5095267164751612,5,来自北京,Wed Oct 30 20:03:40 +0800 2024,0,小宁啊仔,m
牛马能做的就是不再生牛马[微笑],5095265083852895,6,来自江苏,Wed Oct 30 19:55:24 +0800 2024,0,比奇堡派小齁,f
谁提出谁多生,5095264614355241,2,来自湖南,Wed Oct 30 19:53:32 +0800 2024,0,云儿姿紫紫,f
直面不双休不能休不敢休,5095263926747457,4,来自广东,Wed Oct 30 19:50:47 +0800 2024,0,狗屎一样的人生啊,f
让有钱人生吧，有钱人生的才能拥有人生。普通人只有生和活。,5095263896864267,4,来自陕西,Wed Oct 30 19:50:41 +0800 2024,0,瓜大僵尸,f
你自己生个够,5095261212774059,2,来自广东,Wed Oct 30 19:40:01 +0800 2024,0,謝穎vgpy,m
大家都懂[doge]，少为了业绩打霍霍,5095258358809875,2,来自广东,Wed Oct 30 19:28:41 +0800 2024,0,今天也要摸鱼鱼鱼鱼,m
好像没有直面准一个[笑cry],5095255017526329,4,来自辽宁,Wed Oct 30 19:15:24 +0800 2024,0,窗边的小安妮,f
再等等，说不定哪天送房子车子,5095254568732905,4,来自上海,Wed Oct 30 19:13:37 +0800 2024,1,手机用户1005430880,m
说的很好，实现双休验证下[doge],5095253602472750,4,来自浙江,Wed Oct 30 19:09:47 +0800 2024,0,提钱_退休,f
年轻人是清醒的[笑cry][笑cry],5095253117243296,3,来自山西,Wed Oct 30 19:07:51 +0800 2024,0,Jiaxin-1021,f
教育费用太贵了,5095251681479858,2,来自黑龙江,Wed Oct 30 19:02:09 +0800 2024,0,爱梓东北大米,f
年轻人连谈恋爱的时间都没有，何谈生孩子,5095251272534962,3,来自湖北,Wed Oct 30 19:00:31 +0800 2024,0,秒速五微米233,m
不用直面了，想生的多生点[太阳],5095249582230220,2,来自河南,Wed Oct 30 18:53:48 +0800 2024,0,panpancool,m
主要是生了就要多一份责任，少一点自由，不想牺牲，自己想干的事还很多,5095293869362139,1,来自安徽,Wed Oct 30 21:49:47 +0800 2024,0,番茄爱吃番茄锅,f
饱暖思淫欲,5095287389687347,1,来自河北,Wed Oct 30 21:24:02 +0800 2024,0,了不起的5pp,m
没多大用喔[开学季],5095283170220025,1,来自山东,Wed Oct 30 21:07:16 +0800 2024,0,--九珍是肯德基的,f
就现在的生活工作强度，生完了不一定能活到孩子上小学[doge],5095282205264806,3,来自北京,Wed Oct 30 21:03:26 +0800 2024,0,呓桐,f
放过我们吧[微笑],5095281790032654,1,来自江苏,Wed Oct 30 21:01:47 +0800 2024,0,MIKI川,m
岛国很久以前用的方式都用过了，没用[允悲],5095281311617320,1,来自广东,Wed Oct 30 20:59:53 +0800 2024,0,天狼兵麟,m
将来老人都63退休了，更没人带孩子了[笑cry],5095280590196609,2,来自辽宁,Wed Oct 30 20:57:01 +0800 2024,0,盛开吧白蔷薇,f
先把工资提升了再说吧，年年降工资[怒],5095279867201718,3,来自安徽,Wed Oct 30 20:54:09 +0800 2024,0,爱我所爱liulili,f
先把食品安全，教育安全，住房保障，工作时间，假期制度等相关问题解决了吧,5095278262617891,1,来自山东,Wed Oct 30 20:47:46 +0800 2024,0,1喋喋以喋以喋喋1,m
今年裁员有点厉害，谁敢生啊,5095278170608589,1,来自上海,Wed Oct 30 20:47:24 +0800 2024,0,小胖纸的小美好Amy,f
他们现在以为生育率下降是因为大家都是不孕不育不能生[允悲],5095276015258577,2,来自江苏,Wed Oct 30 20:38:50 +0800 2024,0,苏杨12712,m
跟我喊，强制双休，不强制双休，周六孩子谁带,5095273405878617,1,来自江西,Wed Oct 30 20:28:28 +0800 2024,0,绿豆糕与六味地黄丸,f
其实就是解决钱和时间的问题,5095269096230957,1,来自山东,Wed Oct 30 20:11:21 +0800 2024,0,小酱紫hi,f
直面然后呢[doge],5095268687806531,1,来自江苏,Wed Oct 30 20:09:42 +0800 2024,0,一个贼厉害的歪be,f
假期正常放，生育率说不一定也会提高呢[doge],5095266963164224,1,来自重庆,Wed Oct 30 20:02:52 +0800 2024,0,睡不醒起不来研究中心,f
还是抗生素鸡蛋吃少了,5095266787265847,1,来自福建,Wed Oct 30 20:02:10 +0800 2024,0,红中老三,m
都是徒劳,5095265488867575,1,来自广东,Wed Oct 30 19:57:00 +0800 2024,0,MomokoSakuraSailorMoon,f
我觉得可能还需要强制设定一个父母岗前培训，特别是爸爸培训[允悲],5095265357530939,1,来自上海,Wed Oct 30 19:56:29 +0800 2024,0,猫狗不理包子,m
面试的时候公司还要求三年内不能生小孩哦[揣手],5095264893272856,1,来自广东,Wed Oct 30 19:54:38 +0800 2024,0,133白日梦想家,f
自己体会措施的可行性,5095263081595626,1,来自陕西,Wed Oct 30 19:47:26 +0800 2024,0,繁华落尽空城伤99989,m
一周六天，哪里有时间谈恋爱,5095262918019279,1,来自广东,Wed Oct 30 19:46:48 +0800 2024,0,高品质的奶特,f
梦里啥都有 天也黑了 睡觉去吧,5095261803644658,1,来自上海,Wed Oct 30 19:42:22 +0800 2024,0,者耳仲,m
一个重要因素不是因为阶级固化吗？感觉下一代来到这世上也要不停跟同阶层的人厮杀,5095260785480202,4,来自河南,Wed Oct 30 19:38:19 +0800 2024,0,_冷酸灵智取王世昌_,f
纸上谈兵罢了,5095260097876663,1,来自辽宁,Wed Oct 30 19:35:35 +0800 2024,0,阿佛Loewe,f
没有希望,5095259327694762,1,来自广西,Wed Oct 30 19:32:32 +0800 2024,0,风中的纸屑2016Max,m
强烈建议试管的费用列入医保！,5095258452398837,1,来自上海,Wed Oct 30 19:29:03 +0800 2024,0,自己才是彼岸,f
这个文化支持……就很让人[doge][doge],5095255055276048,1,来自山东,Wed Oct 30 19:15:33 +0800 2024,0,易易的月月,f
今天那个咨询二胎假期还是啥的第二天就被辞退的新闻你们看到了吗？[费解],5095254923412776,3,来自广东,Wed Oct 30 19:15:01 +0800 2024,0,幸运to兔,f
全是软肋[doge],5095251981108111,2,来自云南,Wed Oct 30 19:03:19 +0800 2024,0,那吙叭,f
工作[苦涩],5095251972459110,1,来自江苏,Wed Oct 30 19:03:18 +0800 2024,0,one-leila-,f
已经生过的能不能补助补助,5095248982183373,2,来自河南,Wed Oct 30 18:51:25 +0800 2024,0,瓶Camellia,f
我一头耕地牛的上班时间还长  哪有时间去搞这个[挖鼻],5100381572701420,0,来自广东,Wed Nov 13 22:46:30 +0800 2024,0,飞翔的小肥恒,m
希望生育奖励能全国统一，不是每个人都有生育保险的,5099030584230260,0,来自广东,Sun Nov 10 05:18:09 +0800 2024,0,princess1k,f
我生了小孩，没人带，我得自己带，我就得失去工作，失去工作导致生活质量下降…哎，…,5096957205548275,0,来自山东,Mon Nov 04 11:59:17 +0800 2024,0,发胖的奥特妹妹,f
我就不想生咋滴了[馋嘴],5096337063809697,0,来自辽宁,Sat Nov 02 18:55:04 +0800 2024,0,长毛的白开水,f
pei,5096323529312513,0,来自福建,Sat Nov 02 18:01:17 +0800 2024,0,dgxz,m
我有个朋友结婚快五年了，也没生孩子，说工作太忙了，没时间[允悲][允悲],5095496421739798,0,来自广东,Thu Oct 31 11:14:39 +0800 2024,0,3岁成年人的哈哈哈哈哈,f
没看到具体的方法，感觉说的好抽象,5095496232208402,0,来自广东,Thu Oct 31 11:13:54 +0800 2024,0,3岁成年人的哈哈哈哈哈,f
文件想传达的意思是好的，出发点也是好的，但是落实下来太难。。。。。。,5095496144650886,0,来自湖南,Thu Oct 31 11:13:33 +0800 2024,0,TOYDAY战战,f
那请问，一辆电瓶车能带几个孩子[doge],5095482433478075,0,来自浙江,Thu Oct 31 10:19:04 +0800 2024,0,画小船聆小雨,m
我感觉是用我的命去换孩子的命，,5095473729242051,0,来自浙江,Thu Oct 31 09:44:29 +0800 2024,0,我是Lily不是李白,f
保证大家的工作时间，薪资待遇，降低带娃成本[允悲][允悲][允悲],5095471423423082,0,来自贵州,Thu Oct 31 09:35:19 +0800 2024,0,为拥有有趣的灵魂努力着,f
奴隶最好的反抗方式 就是不生产奴隶,5095469191790625,1,来自四川,Thu Oct 31 09:26:26 +0800 2024,0,Smiling晓201608,m
把规培整改一下再说吧[微笑],5095467446700873,0,来自宁夏,Thu Oct 31 09:19:31 +0800 2024,0,唱儿歌而已啊,m
结婚，后悔结了。生孩，后悔生了。[困],5095467008397246,0,来自广东,Thu Oct 31 09:17:47 +0800 2024,0,小鱼儿在鱼塘,f
然后呢[二哈],5095463298795285,0,来自河南,Thu Oct 31 09:03:02 +0800 2024,0,为什么修改昵称总是不成功,m
假、大、空,5095460132093965,1,来自陕西,Thu Oct 31 08:50:26 +0800 2024,0,天蝎座小太阳885,f
退休年龄增大，产假短。年轻人生完没人带小孩，谁敢生？产假休个两三年，基本生活补助发了，休完产假还能回去上班，应该还是有很多人可以生的,5095457907017807,1,来自浙江,Thu Oct 31 08:41:37 +0800 2024,0,wf初见,f
