content,_id,like_counts,ip_location,created_at,total_number,user_name,gender
给的这点补贴够干啥的，怀孕产检生产报销还没有普通生病报销比例高，绝大部分还是自己出，还鼓励生育，扯淡,5094780301738128,29,来自北京,Tue Oct 29 11:49:02 +0800 2024,0,就这样19963,f
我是70后，父母第一批响应国家号召只生一个孩子好，现在我妈妈不能自理需要照顾，费用都是自己出，国家也没有补贴政策[汗],5094947160854070,1,来自上海,Tue Oct 29 22:52:05 +0800 2024,0,蔷-rose,f
国家的政策越来越好,5094903860431823,1,来自陕西,Tue Oct 29 20:00:02 +0800 2024,0,鸽子味的冰淇淋,f
期待早日落实到位,5094868596031665,1,来自广东,Tue Oct 29 17:39:53 +0800 2024,0,炜心所动,f
来了,5095070799234228,1,来自湖南,Wed Oct 30 07:03:23 +0800 2024,0,岁岁知橘意_,f
补贴有个啥用，先落实劳动法好不,5094834044407474,1,来自浙江,Tue Oct 29 15:22:36 +0800 2024,0,WilliamTate,m
感谢分享持续关注,5094799612842477,1,来自内蒙古,Tue Oct 29 13:05:47 +0800 2024,0,美女很烦恼z,f
这点补贴能够啥,5094792807579766,1,来自福建,Tue Oct 29 12:38:44 +0800 2024,0,纆雨瀟凉_ing,f
很搞笑,5094787922789333,1,来自北京,Tue Oct 29 12:19:20 +0800 2024,0,Eddieie,m
超生罚款是你们现在人口下降鼓励生奖励也是你们和着你们说的算你们干嘛不去生呢[允悲][允悲][允悲],5094783069981469,1,来自广东,Tue Oct 29 12:00:03 +0800 2024,0,牵着猫逛街的,m
因为本质上还是人吃人的社会，所以大家都不生，生了给有些人当垫脚石，不公平，谁愿意，作为普通人意味着无尽的剥削[微笑],5094782067544877,3,来自浙江,Tue Oct 29 11:56:04 +0800 2024,0,啵儿宁Burning,f
不生三胎的公务员全部辞退,5095187393806641,1,来自河南,Wed Oct 30 14:46:40 +0800 2024,0,路口必遇红灯君,f
想新韭菜？？？,5095147570205588,1,来自江苏,Wed Oct 30 12:08:27 +0800 2024,0,lanjian9199_1e21de,m
雷声大雨点小,5095087652996880,1,来自广东,Wed Oct 30 08:10:21 +0800 2024,0,你的头发乱了121,m
那已经生过的孩子呢,5094839634887521,1,来自安徽,Tue Oct 29 15:44:49 +0800 2024,0,长大以后dewomen,f
产检都得自费[允悲],5094837613496255,1,来自上海,Tue Oct 29 15:36:47 +0800 2024,0,查查妖,f
让公务员多生几个[嘻嘻],5094831817231512,1,来自四川,Tue Oct 29 15:13:45 +0800 2024,0,我打王者凶的批爆,m
现在补贴还太少,5094824715487778,1,来自安徽,Tue Oct 29 14:45:32 +0800 2024,0,你的浅野,m
我们也是,5094802749916791,1,来自广东,Tue Oct 29 13:18:15 +0800 2024,0,Keaw宝贝,f
把保胎自费的药都进医保，不然蛋白希敏佳真用不起,5094789364324307,1,来自浙江,Tue Oct 29 12:25:04 +0800 2024,0,starsooo,f
表面是生育问题，深层是职场问题，工资福利休假这些才是问题的根源。,5094786349930632,2,来自山东,Tue Oct 29 12:13:05 +0800 2024,0,和尘同光joker,m
生完工作都没了 给这点补贴够干嘛的,5094784844958844,1,来自天津,Tue Oct 29 12:07:06 +0800 2024,0,二两欢歖,f
生不生还不是自己说了算。甭太多焦虑怨气，自己量力而行,5094784356059104,1,来自广东,Tue Oct 29 12:05:09 +0800 2024,0,秀才无户伞,f
三胎家庭负重前行[喵喵],5094782936025234,1,来自河北,Tue Oct 29 11:59:31 +0800 2024,0,北海丁隐,m
就现在35岁女性，随便问一下别人都不要[允悲][允悲][允悲],5094782848470986,1,来自湖北,Tue Oct 29 11:59:10 +0800 2024,0,别闹了544,f
把房价和教育成本打下来，你看生不生[doge],5094782741514627,2,来自河南,Tue Oct 29 11:58:45 +0800 2024,0,微风正好阳光依旧,m
没啥用，年轻人不结婚不要孩子就是怕麻烦，怕承担家庭责任，和钱没关系[汗],5094788057007073,1,来自甘肃,Tue Oct 29 12:19:52 +0800 2024,0,转眼已过经年,m
这不还是一样吗，生了你得养，从小到大培养，国内还那么卷，又没有能力让他不卷，算了单身高贵,5094780740829618,12,来自浙江,Tue Oct 29 11:50:47 +0800 2024,0,JoeGreen乔妮,f
下午好啊,5094803013899012,1,来自广西,Tue Oct 29 13:19:18 +0800 2024,0,風祭里,f
想拿补贴，各种门槛伺候您,5094797138462635,1,来自广东,Tue Oct 29 12:55:57 +0800 2024,1,h187185,f
晚上好呀,5094893444399769,1,来自广东,Tue Oct 29 19:18:37 +0800 2024,0,裁予木兆,f
不错，加紧计划吧[鲜花][鲜花],5094770886312041,4,来自广东,Tue Oct 29 11:11:37 +0800 2024,0,十里的花涧小筑,f
感谢分享学到了,5094930110747195,1,来自湖南,Tue Oct 29 21:44:20 +0800 2024,0,鱼书先雪,f
可以的，不错,5094902856155150,0,来自广西,Tue Oct 29 19:56:01 +0800 2024,0,渺渺兮亓怀,f
期待早日落实到位,5094901957527913,0,来自上海,Tue Oct 29 19:52:28 +0800 2024,0,开到荼靡0108,f
国家的政策越来越好,5094900432111634,0,来自云南,Tue Oct 29 19:46:24 +0800 2024,0,英妹妹si,f
晚上好啊,5094900086871218,0,来自江苏,Tue Oct 29 19:45:02 +0800 2024,0,点我可能会上头条吧,f
期待早日落实到位,5094899770985341,0,来自河南,Tue Oct 29 19:43:47 +0800 2024,0,阿笨汽车观察,m
秋分已至，深秋渐寒。,5094899052187272,0,来自上海,Tue Oct 29 19:40:55 +0800 2024,0,消失的红色枯茶,f
晚上好呀,5094898844043898,0,来自湖南,Tue Oct 29 19:40:06 +0800 2024,0,voiituski,f
又见周二，晚上好，平安顺遂[心][作揖][爱你],5094896786999710,0,来自河北,Tue Oct 29 19:31:55 +0800 2024,0,独孤九鎗,m
更新了呀,5094895253456269,0,来自江苏,Tue Oct 29 19:25:49 +0800 2024,0,零下二度阳光,f
晚上好啊,5094895004158104,0,来自江苏,Tue Oct 29 19:24:50 +0800 2024,0,熄吻,m
国家的政策越来越好,5094893880083872,0,来自山东,Tue Oct 29 19:20:22 +0800 2024,0,夏说,f
晚上好啊[打call],5094893072680952,0,来自广东,Tue Oct 29 19:17:10 +0800 2024,0,32号科技所,m
感谢分享,5094892130278540,0,来自浙江,Tue Oct 29 19:13:25 +0800 2024,0,南方小林-,f
晚好,5094891983475117,0,来自吉林,Tue Oct 29 19:12:50 +0800 2024,0,Miraitowa-枝祺风寻,f
期待早日落实到位,5094891581080774,0,来自浙江,Tue Oct 29 19:11:14 +0800 2024,0,体界风云,m
领导来了手机收收赶紧假装工作,5094890941976799,0,来自上海,Tue Oct 29 19:08:42 +0800 2024,0,MD_月影弄轻纱,f
期待早日落实到位,5094885919298121,0,来自福建,Tue Oct 29 18:48:44 +0800 2024,0,凌晨WY温柔对你_,f
国家的政策越来越好,5094883812971123,0,来自江西,Tue Oct 29 18:40:22 +0800 2024,0,淮唸昊Neo,f
下午好啊,5094882293319503,0,来自辽宁,Tue Oct 29 18:34:20 +0800 2024,0,猫塑天才,m
下午好啊[羞嗒嗒],5094880688475271,0,来自河北,Tue Oct 29 18:27:57 +0800 2024,0,小圆蛋黄派,f
国家的政策越来越好,5094879836769164,0,来自江苏,Tue Oct 29 18:24:34 +0800 2024,0,昊月流光Neo,f
下凡的天使,5094876616592142,0,来自四川,Tue Oct 29 18:11:46 +0800 2024,0,椿栗兔茸,m
晚上好呀,5094866310925611,0,来自山东,Tue Oct 29 17:30:49 +0800 2024,0,憨憨不戴眼罩,f
国家的政策越来越好,5094865157491877,0,来自广东,Tue Oct 29 17:26:14 +0800 2024,0,陪吴韬走过漫长岁月_认真养ss版,f
下午好呀,5094856406073704,0,来自湖北,Tue Oct 29 16:51:27 +0800 2024,0,十二冬雪降临_,f
国家的政策越来越好,5094850087880794,0,来自安徽,Tue Oct 29 16:26:21 +0800 2024,0,桃气丫丫,f
国家的政策越来越好,5094841958534216,0,来自四川,Tue Oct 29 15:54:03 +0800 2024,0,心真苹果狸,f
期待早日落实到位,5094840817682936,0,来自江苏,Tue Oct 29 15:49:31 +0800 2024,0,夏洛洛XH,f
国家的政策越来越好,5094833368337509,0,来自江苏,Tue Oct 29 15:19:55 +0800 2024,0,被业主拿捏了,f
国家的政策越来越好,5094831032895871,0,来自上海,Tue Oct 29 15:10:38 +0800 2024,0,conejitovolar,f
期待早日落实到位,5094830626311735,0,来自广东,Tue Oct 29 15:09:01 +0800 2024,0,小乔躲喵喵,f
不好说,5094825261007896,0,来自湖北,Tue Oct 29 14:47:42 +0800 2024,0,秦义,m
周二愉快,5094825165324615,0,来自山东,Tue Oct 29 14:47:18 +0800 2024,0,娱诗,f
下午好呀,5094824894011960,0,来自广东,Tue Oct 29 14:46:15 +0800 2024,0,旅游记录,m
下午好啊,5094823192954148,0,来自广东,Tue Oct 29 14:39:29 +0800 2024,0,漫追追学长,m
国家的政策越来越好,5094822979833434,0,来自河南,Tue Oct 29 14:38:38 +0800 2024,0,九天玄女跟苏妲己相亲相爱,m
国家的政策越来越好,5094822777984029,0,来自山东,Tue Oct 29 14:37:50 +0800 2024,0,星眠曲-,f
午安午安[打call],5094821972148843,0,来自广东,Tue Oct 29 14:34:37 +0800 2024,0,妮说体育,m
发点不错，再看下,5094821794680187,0,来自广东,Tue Oct 29 14:33:56 +0800 2024,0,望望南方,f
国家的政策越来越好,5094821594925420,0,来自江苏,Tue Oct 29 14:33:08 +0800 2024,0,-伤心小椰子_,f
期待早日落实到位,5094821522047223,0,来自浙江,Tue Oct 29 14:32:50 +0800 2024,0,H_季夏初一,f
神仙颜值,5094821442357874,0,来自广东,Tue Oct 29 14:32:32 +0800 2024,0,勋宴甜不啦,f
期待早日落实到位,5094820257467314,0,来自辽宁,Tue Oct 29 14:27:49 +0800 2024,0,JaniceMan吻奶珊,f
周二愉快,5094819854028521,0,来自山东,Tue Oct 29 14:26:13 +0800 2024,0,明凰琉璃,f
国家的政策越来越好,5094819443772456,0,来自广东,Tue Oct 29 14:24:35 +0800 2024,0,YYX阿璇,f
国家的政策越来越好,5094818806236082,0,来自河北,Tue Oct 29 14:22:03 +0800 2024,0,朝如雪ZRX,f
国家的政策越来越好,5094818348797075,0,来自山西,Tue Oct 29 14:20:14 +0800 2024,0,Moon_陪月亮散步,f
下午好啊,5094815836933522,0,来自江苏,Tue Oct 29 14:10:15 +0800 2024,0,_Burgundy-Red_,m
中午好呀,5094815756715936,0,来自山东,Tue Oct 29 14:09:56 +0800 2024,0,情竽,f
下午好啊,5094812157740013,0,来自广东,Tue Oct 29 13:55:38 +0800 2024,0,流光未挽,f
热门博主👍,5094810507806214,0,来自湖北,Tue Oct 29 13:49:05 +0800 2024,0,文亦向暖,f
中午好啊中午好啊,5094807997776564,0,来自天津,Tue Oct 29 13:39:06 +0800 2024,0,你的秘密是love幂吗,f
好棒好棒,5094807761850604,0,来自山西,Tue Oct 29 13:38:10 +0800 2024,0,梦境遇铭记,f
谢谢博主分享,5094806330017061,0,来自湖北,Tue Oct 29 13:32:28 +0800 2024,0,柒月子衿,f
国家的政策越来越好,5094805839548082,0,来自美国,Tue Oct 29 13:30:32 +0800 2024,0,玥落蓝莓昼,f
下午好呀,5094805333346485,0,来自山西,Tue Oct 29 13:28:31 +0800 2024,0,宿尾,f
国家的政策越来越好,5094805057046917,0,来自河南,Tue Oct 29 13:27:25 +0800 2024,0,贤新相伴ZXC,f
下午好啊,5094804184891728,0,来自云南,Tue Oct 29 13:23:56 +0800 2024,0,离岛晴空的夏天,f
感谢分享[比耶]周二愉快,5094780635714485,0,来自江苏,Tue Oct 29 11:50:23 +0800 2024,0,小杰如此美好,f
关注,5094777542676073,0,,Tue Oct 29 11:38:05 +0800 2024,0,灰鹤视频,f
想送给你明媚的春日景色，有温柔的风，有待开的鲜花，还有我奔向你的拥抱，周二愉快哦 @憨憨的一朵菌子!,5094774027849376,0,来自山东,Tue Oct 29 11:24:07 +0800 2024,0,杭田视频,m
菌菌上午好[给你小心心][给你小心心],5094771062211917,0,来自广东,Tue Oct 29 11:12:20 +0800 2024,0,十里的花涧小筑,f
下午好呀,5094825634300392,0,来自浙江,Tue Oct 29 14:49:10 +0800 2024,0,茶七七720,f
但是我觉得不够啊[允悲],5094772981108677,4,来自贵州,Tue Oct 29 11:19:58 +0800 2024,1,小乖倪糯,f
国家的政策越来越好,5094898009117254,0,来自英国,Tue Oct 29 19:36:46 +0800 2024,0,知凌屿z,f
国家的政策越来越好,5094889702298795,0,来自湖南,Tue Oct 29 19:03:46 +0800 2024,0,青与猫秋,f
期待早日落实到位,5094881725251682,0,来自北京,Tue Oct 29 18:32:03 +0800 2024,0,麦克迪恩正在看var,m
[睡][睡],5094776793991150,0,来自上海,Tue Oct 29 11:35:07 +0800 2024,0,小棋子11999,m
养娃这点补贴根本不够,5094775163718247,4,来自上海,Tue Oct 29 11:28:38 +0800 2024,0,桌角的烟缸,m
这个政策很不错啊，可以提高积极性,5094771296829497,0,来自河南,Tue Oct 29 11:13:15 +0800 2024,0,只想赖在床上,f
异界之九阳真经就行了,5094771229723289,0,来自河南,Tue Oct 29 11:13:00 +0800 2024,0,金狮子子子,m
信？,5094777873239482,2,来自浙江,Tue Oct 29 11:39:24 +0800 2024,0,缥缈星空,m
哇哦不错哦,5094854021874075,0,来自陕西,Tue Oct 29 16:41:58 +0800 2024,0,凝雪煜芊初,f
请落实到地方上再宣传吧，问了当地街道办，毛都没有,5094779815200164,0,来自四川,Tue Oct 29 11:47:07 +0800 2024,0,一万个蛋卷的不明显,m
好的，不生,5094778037866121,1,来自广西,Tue Oct 29 11:40:03 +0800 2024,0,空心菜66_,m
二胎都生完也不会要三胎了，关注这也没啥用了[泪],5094777637049370,1,来自安徽,Tue Oct 29 11:38:28 +0800 2024,0,Arme是我,f
正值适婚年龄，但是因为未婚未育，投递简历石沉大海。已婚的准妈妈朋友，因未入职未满一年怀孕了在公司战战兢兢，领导阴阳怪气，每个月的产检假都不敢用。请问这样的环境，怎么让女性敢生孩子？,5094777228102427,1,来自广东,Tue Oct 29 11:36:50 +0800 2024,0,links1to2,f
公务员福利来了[哈哈],5094776385568941,1,来自广东,Tue Oct 29 11:33:28 +0800 2024,0,fs鸿鸿,m
最大的亮点首次明确要建立生育补贴等制度,5094772877821436,0,来自广东,Tue Oct 29 11:19:33 +0800 2024,0,涵养书画,m
真给力啊太棒了吧爱了爱了好喜欢,5094770654840348,0,来自江西,Tue Oct 29 11:10:43 +0800 2024,0,橘色恋雨季,f
没人带孩子,5094776949183474,2,来自河南,Tue Oct 29 11:35:44 +0800 2024,0,迷鹿森林1990,f
谨防掉进陷阱,5094777547129796,1,来自安徽,Tue Oct 29 11:38:06 +0800 2024,0,MJ000V8,m
食品安全解决了吗，公民权有了吗,5096057405703625,0,来自安徽,Sat Nov 02 00:23:48 +0800 2024,0,岚枫伶,f
国民收入那么低，拿什么养，失业率那么高，就业率那么低，拿什么养？,5094781785215135,0,来自上海,Tue Oct 29 11:54:57 +0800 2024,0,梦黎De花落,m
先严禁企业问适婚适孕女性有无对象，打不打算生小孩再说,5094781761620941,0,来自广东,Tue Oct 29 11:54:51 +0800 2024,0,凡人修心_03,f
生育补贴不是一直有么[允悲],5094781441016596,0,来自江西,Tue Oct 29 11:53:34 +0800 2024,0,伪高冷真忧郁,f
劳动法这么多年了都没法严格执行，这种东西也就忽悠忽悠单纯的人,5094781211909328,1,来自日本,Tue Oct 29 11:52:40 +0800 2024,0,綾波rei,m
职场场对于女性很不友好,5094780388508335,0,来自湖南,Tue Oct 29 11:49:23 +0800 2024,0,小菠萝小菠萝XBL,f
济南生育补贴每月600 补贴三年[doge]还涨涨不[doge],5094780125579672,0,来自山东,Tue Oct 29 11:48:21 +0800 2024,0,提莫队长正在待命zxy,f
而且大量私企根本享受不到政策,5094779677316021,0,来自浙江,Tue Oct 29 11:46:34 +0800 2024,0,木蝴蝶mu,f
穷的要死，还要生娃的，多补贴点吧！,5094779567736956,0,来自广东,Tue Oct 29 11:46:08 +0800 2024,0,用户f89xf2zdip,m
教育成本这个研究生学费先降低一下，这几年涨的离谱，变做生意了[允悲]。,5094779019070699,0,来自上海,Tue Oct 29 11:43:57 +0800 2024,0,紫色水晶beibei,f
不及预期,5094778255448376,0,来自广东,Tue Oct 29 11:40:55 +0800 2024,0,巨蟹座的忧伤LV,m
赶紧的 刚生完孩子,5094778192534327,0,来自湖北,Tue Oct 29 11:40:40 +0800 2024,0,旺旺碎冰冰JO_OL,f
谁爱生谁去噻，干嘛要催,5094775426387009,0,来自四川,Tue Oct 29 11:29:41 +0800 2024,0,青柠檬是糖,f
经济是一方面，还有多种因素吧,5094773935573048,0,来自吉林,Tue Oct 29 11:23:45 +0800 2024,0,吐司猫来了-,f
这个觉得很不错啊,5094771905531417,0,来自浙江,Tue Oct 29 11:15:41 +0800 2024,0,半生執著_半生釋然,m
政策不错,5094771820859517,0,来自浙江,Tue Oct 29 11:15:21 +0800 2024,0,芯妈妈美食,f
还没结婚了咋办,5094771120930825,0,来自河北,Tue Oct 29 11:12:33 +0800 2024,0,岛月,f
这个政策感觉还可以啊,5094770984621967,0,来自山东,Tue Oct 29 11:12:02 +0800 2024,0,一口奶黄包416,f
国家是时候出手改变生养教育问题了[赞][赞],5094770720375810,0,来自福建,Tue Oct 29 11:10:58 +0800 2024,0,光脚过雪地,m
这政策真不错,5094770645142553,0,来自重庆,Tue Oct 29 11:10:41 +0800 2024,0,卒·羽,m
不错不错,5094770537401052,0,来自江西,Tue Oct 29 11:10:15 +0800 2024,0,神速52,m
这个政策确实可以啊,5094770295179477,0,来自河北,Tue Oct 29 11:09:17 +0800 2024,0,大小姐悠悠,f
这样有用吗？,5094770278140795,0,来自河北,Tue Oct 29 11:09:13 +0800 2024,0,卓诗尼66,f
养娃积极性大幅提高。,5094770248778248,0,来自山西,Tue Oct 29 11:09:05 +0800 2024,0,Hiphop_王梓旭,m
这个政策倒是不错,5094770202117381,0,来自河北,Tue Oct 29 11:08:55 +0800 2024,0,夜-渺尘,f
补贴真的很重要[打call][打call],5094770185341592,0,来自河北,Tue Oct 29 11:08:51 +0800 2024,0,秋月白_脱贫攻坚版,f
我没有赶上时候啊,5094770144183681,0,来自河南,Tue Oct 29 11:08:41 +0800 2024,0,你是丑八怪怪怪怪,f
不会有效果,5094897614852075,0,来自湖南,Tue Oct 29 19:35:12 +0800 2024,0,用户7755818369,m
疑似拼多多退款成功,5094886019434261,1,来自江西,Tue Oct 29 18:49:08 +0800 2024,0,蔡公子吉祥如意,f
[允悲][允悲][允悲],5094846893395770,0,来自山东,Tue Oct 29 16:13:40 +0800 2024,0,阑珊_200304,f
[doge],5094841285610247,0,来自吉林,Tue Oct 29 15:51:23 +0800 2024,0,用户7956625186,f
住房，医疗，教育。你解决了，中国自然不缺未来,5094829528712783,1,来自河南,Tue Oct 29 15:04:39 +0800 2024,0,用户6579353585,m
我却大钱 不缺这点钱[doge],5094783982767843,1,来自新疆,Tue Oct 29 12:03:41 +0800 2024,0,用户7426274405,m
这个政策感觉还可以啊,5094779335738504,0,来自广东,Tue Oct 29 11:45:13 +0800 2024,0,木翊棉棉-,f
把996杜绝了会好很多,5094776909335558,0,来自北京,Tue Oct 29 11:35:34 +0800 2024,0,用户7922177805,m
收入减少，失业增多，谁还敢生,5094820796432478,0,来自辽宁,Tue Oct 29 14:29:57 +0800 2024,0,哈基咪Jessica,f
[吃瓜]不要生的也是你们 要生的也是你们 我们是人 不是牛马牲畜,5094777267950250,0,来自安徽,Tue Oct 29 11:37:00 +0800 2024,0,MJ000V8,m
