content,_id,like_counts,ip_location,created_at,total_number,user_name,gender
产检费用啥时候能走医保报销就不错了，好多大的检查项目都是自费[苦涩],5094863576498250,76,来自安徽,Tue Oct 29 17:19:56 +0800 2024,3,幸运的二傻子,f
为何持续发力？以前力度不够呗，一点点加码,5094851646851888,72,来自上海,Tue Oct 29 16:32:33 +0800 2024,3,小萝萝咯,f
婚都不想结还生娃[允悲],5094881032147675,43,来自广西,Tue Oct 29 18:29:19 +0800 2024,1,是榆董呀,f
买劳斯莱斯送代金券,5094854897959426,58,来自河南,Tue Oct 29 16:45:28 +0800 2024,0,年年爱发疯,f
生完孩子还有工作吗 60才给退休[doge],5094876469267254,53,来自江苏,Tue Oct 29 18:11:11 +0800 2024,3,爬天梯de谋士,m
能否把私立高中私立大学学费控制一下，谢谢,5094858047623135,51,来自河北,Tue Oct 29 16:57:59 +0800 2024,5,gsjsbuhw,f
生完只是第一步，如何养育和教育才是重中之重。怎么绝口不提呢？,5094875915094683,54,来自广东,Tue Oct 29 18:08:59 +0800 2024,3,Jason_Peking,m
给点钱再说,5094850259585923,52,来自四川,Tue Oct 29 16:27:02 +0800 2024,0,这是谁的裤子啊拜托,f
让有钱人生，下辈子都是有钱人,5094893048826011,67,来自四川,Tue Oct 29 19:17:04 +0800 2024,2,isee-thelight,f
生育率到底多难看啊，这几天上了多少热搜了，超过🇰🇷指日可待,5094896615294820,48,来自江苏,Tue Oct 29 19:31:14 +0800 2024,2,黄初八年的雨_,f
提高居民收入吧比啥都强[弱],5094898321333300,33,来自广东,Tue Oct 29 19:38:01 +0800 2024,0,Predator5,m
那么多人找不到工作，就不要鼓励大家生孩子了,5094931792662919,27,来自美国,Tue Oct 29 21:51:01 +0800 2024,3,sunnyjan5678,f
所谓的组合拳和高耸的房价比起来不值一提,5094898084872930,24,来自上海,Tue Oct 29 19:37:04 +0800 2024,0,GDPTBD,m
生育津贴，除非公司给你买，不然也没有。自由职业者也是没有津贴的,5094900179407437,26,来自福建,Tue Oct 29 19:45:24 +0800 2024,2,打嗝的娃宝宝,f
先把工作压力减减吧，哪有时间和精力陪伴？,5094896459842512,14,来自陕西,Tue Oct 29 19:30:36 +0800 2024,1,小麦色的冰糖,f
倒是发钱呀,5094846740300802,13,来自山东,Tue Oct 29 16:13:03 +0800 2024,0,二十一圈圈,m
保障年轻工作合法权益，禁止以工作名义占用年轻人8小时之外时间，保证年轻人有时间休闲、生育、养育孩子，扶养老人！,5094942525361023,16,来自湖北,Tue Oct 29 22:33:40 +0800 2024,0,Henry家的花园,m
工作朝不保夕的，谁敢生孩子,5094930743562550,16,来自美国,Tue Oct 29 21:46:51 +0800 2024,0,sunnyjan5678,f
提高广大群众工资待遇才是硬道理,5094899886590988,14,来自湖南,Tue Oct 29 19:44:14 +0800 2024,0,映雪-sunny,f
这都是为体制下，企事业单位指定的，对外面打工的人而言，哪一条能落实？,5094864486402746,20,来自四川,Tue Oct 29 17:23:34 +0800 2024,0,彭小小頔,m
免费分房免费上学也就可以多生几个，反正现在鬼城这么多,5094863097302960,22,来自浙江,Tue Oct 29 17:18:03 +0800 2024,0,木子小风,m
早知现在何必当初,5094882993774215,9,来自广东,Tue Oct 29 18:37:07 +0800 2024,0,臣本布衣使,m
所以别着急，等等再生，没准还有利好,5094875395001297,18,来自四川,Tue Oct 29 18:06:55 +0800 2024,0,瘦公主,f
现在这个班早七晚八，下班回家之后只想瘫着一动不动，爱也不是那么很想做，有没有都行[开学季],5094935613407649,9,来自广东,Tue Oct 29 22:06:11 +0800 2024,0,1997年快乐女生总冠军,f
少生优生，幸福一生,5094881838237886,12,来自北京,Tue Oct 29 18:32:31 +0800 2024,0,绘愚丶,m
培训好男人的责任、担当，解决产后宝妈的就业问题才是最关键的。,5094876308050716,19,来自四川,Tue Oct 29 18:10:33 +0800 2024,0,微筱向往,f
点也不想点开 想想也知道不会有什么特别好的内容,5094930512614901,7,来自上海,Tue Oct 29 21:45:56 +0800 2024,0,农夫山泉矿泉水12138,f
现在还没到家，老公下班更晚。咋生娃,5094929778868326,14,来自北京,Tue Oct 29 21:43:00 +0800 2024,1,蛋贩子噜噜噜噜,f
确实是组合拳，光看看都觉得打挺疼。[可爱],5094860505222067,9,来自北京,Tue Oct 29 17:07:45 +0800 2024,0,TyrantKing橙,f
多来点靠谱的托育机构吧 三岁以下公立幼儿园不收 私立上不起 父母帮衬着也很累,5094940800975273,4,来自四川,Tue Oct 29 22:26:48 +0800 2024,0,小perAS,f
生孩子之前得先有个好工作，不然都不好意思相亲[允悲],5094907842137537,5,来自浙江,Tue Oct 29 20:15:51 +0800 2024,0,爱踢足球的小宅男,m
就是不给你发钱[doge],5094879705432998,10,来自重庆,Tue Oct 29 18:24:03 +0800 2024,0,SoulTim_____,m
能先解决房子和就业问题，再来谈生育吧，否则都是空谈,5094868210161213,10,来自湖北,Tue Oct 29 17:38:22 +0800 2024,0,千鶴綾音,f
父母积分不够，孩子无法在上海念公立幼儿园。我想要二胎，喜欢小孩，养不起！私立幼儿园太贵了！回老家我又找不到对口专业的工作。[喵喵]有人给我解决一下吗？,5094869542372709,9,来自上海,Tue Oct 29 17:43:39 +0800 2024,1,克莱尔的小小世界,f
有没有数据，感觉都是指导意见,5094862647200237,10,来自重庆,Tue Oct 29 17:16:16 +0800 2024,0,用用用不起,m
先把产检免费了，再扯其他,5094922124791885,8,来自陕西,Tue Oct 29 21:12:36 +0800 2024,0,QiAnYuu7,f
晚了，如果08年出台这些政策，局面会截然不同,5094904468608481,2,来自云南,Tue Oct 29 20:02:27 +0800 2024,0,Eleveneser,m
能不能断缴了也能领生育津贴,5094882571454903,8,来自山东,Tue Oct 29 18:35:26 +0800 2024,2,群众里面有,f
哈哈哈哈哈哈大半夜看到，有被笑醒。大家不是不生，是延迟生，调生[doge][doge][doge][doge][doge][doge][doge][doge][doge],5095008639909997,1,来自四川,Wed Oct 30 02:56:22 +0800 2024,0,村香菇,f
“确保育龄人群怀得上、孕得优、生得好、养得起”，总说得很动听的[doge],5094941426453533,3,来自广东,Tue Oct 29 22:29:18 +0800 2024,0,童年的衣服不合穿了,f
但为啥必须是怀孕期间再买才可以报 那以前工作几年都累积交了好多年的生育保险 因为怀孕而离职了 这就很亏啊 还不给报 那以前买的意义在哪里,5094934597863611,6,来自四川,Tue Oct 29 22:02:10 +0800 2024,0,小韩最近想吃肉,f
当年的罚款能退吗？,5094880590433786,9,来自浙江,Tue Oct 29 18:27:34 +0800 2024,3,太阳上来了_,m
什么时候能改善一下就业环境来个好政策,5094857125399508,7,来自北京,Tue Oct 29 16:54:19 +0800 2024,0,山有小口若有光,f
先补贴之前超生的[doge],5094911109500300,5,来自广东,Tue Oct 29 20:28:50 +0800 2024,0,摆渡浅滩,m
单位不给上生育险有什么用,5094893661719399,6,来自河北,Tue Oct 29 19:19:30 +0800 2024,0,小仙女是猫奴,f
又在持续发力了[笑哈哈],5094859076274076,5,来自山东,Tue Oct 29 17:02:04 +0800 2024,0,骑在熊背上找牛,m
其实生孩子成本并不高，高的是教育成本，其次是养育成本……,5094916032040690,3,来自河南,Tue Oct 29 20:48:24 +0800 2024,0,流云落雪,f
照这架势，以后可别不生孩子不让工作，我现在就由于大龄未婚被很多企业直接刷掉[裂开],5094907084015881,3,来自山东,Tue Oct 29 20:12:50 +0800 2024,2,真聋舔子,m
落实产假男女同休,5094896183018960,4,来自江苏,Tue Oct 29 19:29:31 +0800 2024,1,午後三時_1122san,f
有钱我也不结婚，哪有一个人爽,5094868961725746,3,来自江苏,Tue Oct 29 17:41:21 +0800 2024,0,离卷书,m
早九晚五双休先落实,5095081831302341,1,来自四川,Wed Oct 30 07:47:13 +0800 2024,0,大智若宇宙唐先生,m
夫妻双方交够几年生育险的就可以领生育津贴，大家就都不怕了,5094964411236768,1,来自山东,Wed Oct 30 00:00:37 +0800 2024,0,辣呀好辣,f
依然不影响产假被降级啊[微笑],5094938276006807,1,来自江苏,Tue Oct 29 22:16:47 +0800 2024,0,是吱味呀,f
没吊用,5094937253382022,1,来自江苏,Tue Oct 29 22:12:43 +0800 2024,0,0永远滴神0,f
那点补贴够干啥的[doge],5094903341908150,1,来自重庆,Tue Oct 29 19:57:57 +0800 2024,0,晓阙007,m
从根本上解决问题，小打小闹不大行啊[允悲],5094878556193521,3,来自山东,Tue Oct 29 18:19:28 +0800 2024,0,-明亮--,m
实际问题解决不了，谁生？,5094878553310275,2,来自广东,Tue Oct 29 18:19:28 +0800 2024,0,梦一米阳光明媚,f
说着不生 但身边全是生的,5094875886258238,2,来自河北,Tue Oct 29 18:08:52 +0800 2024,1,tutut豆,f
解决了就业问题，生育率自然就上去了,5094870085535391,3,来自河南,Tue Oct 29 17:45:49 +0800 2024,0,touchfeel-zc,f
浙江乖 咱不跟风  咱不和其他省份比人多[doge],5094863421309854,1,来自浙江,Tue Oct 29 17:19:20 +0800 2024,0,岛玳收音,f
这个评论异常清醒,5094867279284464,3,来自山东,Tue Oct 29 17:34:40 +0800 2024,0,青岛牙医奥特凡,m
计划生育好，国家给养老,5094859557574032,9,来自江苏,Tue Oct 29 17:03:59 +0800 2024,3,猪是nian着倒,m
先帮我买上学区房，再帮我把奶粉钱培训费托管费准备好，把社保不报销的大病商业医疗买好。,5094941720052396,1,来自广东,Tue Oct 29 22:30:27 +0800 2024,0,黄灰红,m
牛马免费加班，半夜回家看到一年级的娃还要做一线家庭教师，半夜还要造下一代牛马[喵喵],5094939811911337,1,来自广东,Tue Oct 29 22:22:53 +0800 2024,0,淇淇的果粒橙,f
碎钞机这个很贴切,5094935903343647,0,来自湖北,Tue Oct 29 22:07:21 +0800 2024,0,老抽皮冻,f
[并不简单]新婚夫妻第一婚第一胎费用全免，产妇哺乳前半年领取相应津贴，不分职工和非职工。保护哺乳期妇女权益，再说生娃。[并不简单]不然别说了生娃，结婚都没人敢结。现在生活压力，经济压力，食品安全……哎！👿,5094931796593817,2,来自宁夏,Tue Oct 29 21:51:02 +0800 2024,0,心想适诚_Jennifer,f
征收单身税,5094930053596500,0,来自中国香港,Tue Oct 29 21:44:06 +0800 2024,1,two_dogs,m
我独生子女费去哪里拿,5094929588290565,0,来自上海,Tue Oct 29 21:42:16 +0800 2024,0,傲娇哒喵喵喵,f
建设生育友好型社会的前提是保障好劳动者就业啊,5094929217361943,1,来自河北,Tue Oct 29 21:40:47 +0800 2024,0,猫猫敲木鱼,f
[心],5094927300564830,0,来自江苏,Tue Oct 29 21:33:10 +0800 2024,0,在我这你算个der,f
此政策旨在应对人口发展形势的挑战。新举措围绕生育全周期提供全方位支持，突出体现了政策的协同发力和对重点环节的关注。生育补贴等制度的建立，有望切实减轻家庭生育负担，激发社会生育潜能。这一政策动向积极响应了民众期待，为构建生育友好型社会注入了新动力。,5094911881773685,0,来自四川,Tue Oct 29 20:31:53 +0800 2024,0,阿超_港媒视点,m
#生育支持政策组合拳为何持续发力，加油加油,5094898751509659,0,来自河南,Tue Oct 29 19:39:43 +0800 2024,0,视观,f
一定很火热[doge],5094896119057832,1,来自安徽,Tue Oct 29 19:29:16 +0800 2024,0,眼前的NR,m
乘以10，估计印钞机得印爆炸了[哈哈][哈哈][哈哈],5094885034298721,0,来自湖北,Tue Oct 29 18:45:13 +0800 2024,0,竹枣者徐,m
#生育支持政策组合拳为何持续发力# 确保育龄人群怀得上、孕得优、生得好、养得起。消息一出，再次引发关注和热议。,5094869079166839,0,来自福建,Tue Oct 29 17:41:49 +0800 2024,0,第一球迷胖哥,m
产假三年我就生,5094860485563600,6,来自陕西,Tue Oct 29 17:07:40 +0800 2024,7,努力努力再努力LH24,f
先建造一个真正文明的人类社会吧，,5094884317335699,6,来自江苏,Tue Oct 29 18:42:22 +0800 2024,0,_张大锤__,m
无人在意,5094870610612914,5,来自云南,Tue Oct 29 17:47:54 +0800 2024,0,冷藏摩卡,f
不疼不痒的,5094861061490665,3,来自广东,Tue Oct 29 17:09:57 +0800 2024,0,呆瓜木头233,f
赶紧赶紧人变少点[抱抱]，可是我看到的大多是年轻人啊,5094857234452298,3,来自湖北,Tue Oct 29 16:54:45 +0800 2024,0,小小璐乱撞lu,f
有没有实质性的,5094852769611945,3,来自重庆,Tue Oct 29 16:37:00 +0800 2024,0,啊哒哒_Ada,f
还不如生二孩可以提前退休什么的靠谱,5095069490874264,2,来自陕西,Wed Oct 30 06:58:11 +0800 2024,2,三克石头1990,m
灵活就业保险能不能报销一下产检的费用，很多女性在怀孕期间都是没有班上的状态，女性在职场上的歧视，希望加大力度,5094932342374981,3,来自湖南,Tue Oct 29 21:53:11 +0800 2024,0,段段段段段段段段吖,f
能算得过你？[doge],5094931769333057,1,来自广东,Tue Oct 29 21:50:56 +0800 2024,0,百分之四十四的空间,m
有钱人多生点，,5094931054724041,1,来自山西,Tue Oct 29 21:48:05 +0800 2024,0,芊芊橙,f
能落实算我输[doge][doge],5094930829805881,1,来自甘肃,Tue Oct 29 21:47:12 +0800 2024,0,我吃饭贼慢,m
哈哈哈，没有牛马拉破车了，就鼓励牛马生牛马继续拉破车,5094919763662376,2,来自山东,Tue Oct 29 21:03:13 +0800 2024,0,梦里每天都有钱,f
996不解决，都没有啥二胎三胎,5094897188864794,4,来自北京,Tue Oct 29 19:33:30 +0800 2024,0,我想念我的兔八哥,f
这简直就是危言耸听！,5094883733280828,1,来自河南,Tue Oct 29 18:40:03 +0800 2024,0,DeleterYoung,m
一顿饱和顿顿饱我还是分得清的[doge],5094864158983875,2,来自云南,Tue Oct 29 17:22:16 +0800 2024,0,ydnx杨,f
先把所有产检及生育等费用免了再说吧,5094854117294623,1,来自广东,Tue Oct 29 16:42:21 +0800 2024,0,微W艳Y_X,m
实质性补贴是有期限的，过了期限哪怕补贴百万都无法改变趋势！,5094853650420714,2,来自云南,Tue Oct 29 16:40:31 +0800 2024,0,图片就是昵称,m
啥时候地方能落地啊，产假不能不能节假日顺延啊[允悲],5100882666979973,0,来自贵州,Fri Nov 15 07:57:40 +0800 2024,0,阿鲁的丸子,f
不生孩子又多了一个理由，金星宣传LGXT,5096177193976424,0,来自上海,Sat Nov 02 08:19:48 +0800 2024,0,ShirleyLemon,f
生的起，教育不起,5095411473973479,0,来自河北,Thu Oct 31 05:37:06 +0800 2024,0,kaixueji,f
生完可以提前退休吗,5095268775362858,0,来自山东,Wed Oct 30 20:10:03 +0800 2024,0,yy-猫猫,f
@QYF雨中漫步: 农村小学，学校强制合并，收取延时课后服务费，算不算变相收费？加上餐费，一学期2000左右，国家说要减轻负担，减免学费，学费学杂费减免了，其实不然说减负其实是在增加负担，各种费用加起来总体是，增加了三倍的费用。,5095265625707686,0,来自北京,Wed Oct 30 19:57:33 +0800 2024,0,QYF雨中漫步,m
农村小学，学校强制合并，收取延时课后服务费，算不算变相收费？加上餐费，一学期2000左右，国家说要减轻负担，减免学费，学费学杂费减免了，其实不然说减负其实是在增加负担，各种费用加起来总体是，增加了三倍的费用。,5095265421756705,0,来自北京,Wed Oct 30 19:56:44 +0800 2024,0,QYF雨中漫步,m
起作用最好🙏,5095234619048361,0,来自山东,Wed Oct 30 17:54:20 +0800 2024,0,老奶奶女儿,m
讲座已经开始，请各班主任通知还没到的家长抓紧时间，学校马上打考勤    这是班级群里发的，上着班还要跟领导请假去听讲座[二哈],5095213401638153,0,来自云南,Wed Oct 30 16:30:02 +0800 2024,0,氟西汀_5-HT,m
都快离婚了，谁生,5095188281693185,0,来自江苏,Wed Oct 30 14:50:13 +0800 2024,0,A天上白玉京8728,m
啥时试管的检查费用也能和生殖辅助技术一样都可以报销呢,5095166958633120,0,来自湖南,Wed Oct 30 13:25:28 +0800 2024,0,彼岸花v聽雨,f
寒暑假娃给安排下~,5095161145853636,0,来自广东,Wed Oct 30 13:02:23 +0800 2024,0,幸福的脚步越来越近,f
500-100  1000-200,5095153849075210,0,来自广东,Wed Oct 30 12:33:23 +0800 2024,0,哈哈哼哼呵呵哈嘿,m
双休什么时候能实现？我想陪孩子[悲伤],5095138108114907,0,来自上海,Wed Oct 30 11:30:51 +0800 2024,0,沐浴晨光26,f
羊数量减少，狼急了。,5095134356570914,0,来自福建,Wed Oct 30 11:15:55 +0800 2024,0,用力活着5968,m
我密码的,5095129568514182,0,来自四川,Wed Oct 30 10:56:55 +0800 2024,0,超级乐子人ll,f
生完孩子去应聘，面试官的第一个问题，孩子谁照顾，第二个问题有要二胎的打算吗？,5095111870908024,0,来自浙江,Wed Oct 30 09:46:35 +0800 2024,0,山中乔民,f
就等着你这7000块开饭了我是,5095110920375564,0,来自广东,Wed Oct 30 09:42:49 +0800 2024,0,喜欢偷懒的肥猫,f
先准备套房，准备个百来万,5095107959194832,0,来自广东,Wed Oct 30 09:31:03 +0800 2024,0,万悟free,f
以前我生又不给，现在又大力推进[允悲],5095100764654010,0,来自广东,Wed Oct 30 09:02:27 +0800 2024,0,Xxz-星冰乐,m
多让80后90后赚点钱。自然就有人生了，,5095091913623942,0,来自上海,Wed Oct 30 08:27:17 +0800 2024,0,小柴胡666,m
产检费用那么高，应该搞些政策才行,5095089928144101,0,来自广东,Wed Oct 30 08:19:24 +0800 2024,0,尹月雯_74453,f
越鼓励越不敢生,5095085958760072,0,来自江苏,Wed Oct 30 08:03:37 +0800 2024,0,四分音符_73535,m
3大问题，没钱、没空、学业压力大,5095080962556227,0,来自上海,Wed Oct 30 07:43:45 +0800 2024,0,noodle拉面,f
牛马不够用了,5095079889601293,0,来自山东,Wed Oct 30 07:39:30 +0800 2024,0,MrRight23832,m
什么都卷，普通人卷不动太难了,5095078970263028,0,来自河南,Wed Oct 30 07:35:51 +0800 2024,0,羊汤就烧饼的心情,f
以前上班分房，现在穷人得自己买还要背负高额房贷养活银行。年轻人没时间，都在给银行打工,5095078735118436,0,来自天津,Wed Oct 30 07:34:54 +0800 2024,0,暮色是唯一的美,f
学生应该免费吃饭,5095077872141756,0,来自山西,Wed Oct 30 07:31:29 +0800 2024,0,XX199CZ,f
生孩子前提是结婚，婚假就3天[笑cry],5095065995184159,0,来自湖南,Wed Oct 30 06:44:18 +0800 2024,0,石头人ZJY,m
能不能奖励下我们这些已经生的？[doge][doge][doge][doge],5095062770025270,0,来自福建,Wed Oct 30 06:31:29 +0800 2024,0,LaSagradaFamilia,m
牛马不够用了,5095060131808980,0,来自福建,Wed Oct 30 06:21:00 +0800 2024,0,月下菩提树1976,m
很好！反正我已41，育2娃！以后的养老，还是靠自己！[挖鼻]洗洗睡吧宝贝！,5095057290690852,0,来自广东,Wed Oct 30 06:09:42 +0800 2024,0,鑫鑫多123,f
重要的还是：口袋没钱[doge],5094978053472396,0,来自广东,Wed Oct 30 00:54:50 +0800 2024,0,嘉雄同学,m
啧啧啧 组合拳,5094975698896715,0,来自新疆,Wed Oct 30 00:45:29 +0800 2024,0,冷的茶陪着冷的咖啡,f
怀得上、孕得优、生得好、养得起,5094974754128093,0,来自福建,Wed Oct 30 00:41:43 +0800 2024,0,YandexJunk,m
现在光说生，说怎么育了吗？再说了，我不想让自己的孩子在经历一遍自己的路，生下来要考虑学业，就业，养老等等，所以不生也是一种善良，过好我自己的日子就行了。,5094971889681736,0,来自天津,Wed Oct 30 00:30:21 +0800 2024,0,SHUN_EI,m
急了急了[太开心]我就继续看着你们更急[太开心],5094971613119195,0,来自上海,Wed Oct 30 00:29:15 +0800 2024,0,每天都有奶茶喝啦,f
还没对象，咋生,5094967351967915,0,来自吉林,Wed Oct 30 00:12:18 +0800 2024,0,黎恩·舒华泽,m
我就说一句，标题少了一个不字,5094966047280377,0,来自浙江,Wed Oct 30 00:07:08 +0800 2024,0,寒冷长夜7296,m
孕检先让用医保再说吧，[doge][doge][doge],5094960992616877,0,来自云南,Tue Oct 29 23:47:03 +0800 2024,0,发凋齿摇,m
睁眼看看世界吧😅,5094959843380648,0,来自广东,Tue Oct 29 23:42:29 +0800 2024,0,大喵ms,m
试管纳入医保吧,5094957828539809,0,来自山东,Tue Oct 29 23:34:29 +0800 2024,0,记忆里的树莓,f
[微笑],5094956360269943,0,来自河北,Tue Oct 29 23:28:38 +0800 2024,0,冀东小高,m
我想带孩子送孩子上学，但我还要上班，不然没钱养孩子，鱼和熊掌如何兼得,5094953905032928,0,来自上海,Tue Oct 29 23:18:53 +0800 2024,0,国企高返佣招期货居间人,m
有钱自然会生的，能不能先把工资提高一下，实在一点,5094951145442070,0,来自广东,Tue Oct 29 23:07:55 +0800 2024,0,LeeJongSuk0914,f
先把双休日，年休假落实了再说,5094949681365163,0,来自重庆,Tue Oct 29 23:02:05 +0800 2024,0,海上微风2023,m
为何？因为慌了呗,5094948539466493,0,来自山西,Tue Oct 29 22:57:33 +0800 2024,0,旗木小嵩,m
食品安全和财产保障[doge] 按时下班才是硬道理[二哈],5094945931135041,0,来自广东,Tue Oct 29 22:47:12 +0800 2024,0,猫姐CC,f
不结婚当然就不生,5094945856161196,0,来自河南,Tue Oct 29 22:46:54 +0800 2024,0,都要好好的1214,m
我想生，倒是错过了最佳生育年龄生不出了,5094945337901560,0,来自广东,Tue Oct 29 22:44:50 +0800 2024,0,咖啡不加糖6533,f
先处理企业文化和就业问题以及分配问题吧,5094944635623156,1,来自安徽,Tue Oct 29 22:42:03 +0800 2024,0,柒墨浍君衣,m
管管加班内卷吧先[doge],5094944226410782,0,来自北京,Tue Oct 29 22:40:25 +0800 2024,0,小查同学加油哇,m
保障,5094944178442106,0,来自泰国,Tue Oct 29 22:40:14 +0800 2024,0,网络覃兵,m
呵呵  呵呵呵,5094943706320846,0,来自陕西,Tue Oct 29 22:38:22 +0800 2024,0,_拒绝融化_,m
不想要,5094941002564099,1,来自日本,Tue Oct 29 22:27:36 +0800 2024,0,奢品汇1997,f
给的都没啥意义[拜拜],5094940595721491,0,来自广东,Tue Oct 29 22:26:00 +0800 2024,0,hitomilucifer,f
那么多人婚都不结了还生孩子,5094940511831177,0,来自重庆,Tue Oct 29 22:25:40 +0800 2024,0,萍水相逢qinxiao,f
还组合拳，哈哈哈,5094939669300246,0,来自江苏,Tue Oct 29 22:22:18 +0800 2024,0,岩上无心6169433667,m
请女生们嫁给经济基础牢固且三观正的好男生，也请男生们明辨三观正且经济基础牢固的好女生。,5094939359185037,1,来自重庆,Tue Oct 29 22:21:05 +0800 2024,0,SOHO宅族,m
少生优生，幸福一生,5094938260017076,1,来自广东,Tue Oct 29 22:16:43 +0800 2024,0,可爱俩,f
解决了住房和医疗 生孩子根本不是大事,5094935546829174,2,来自山东,Tue Oct 29 22:05:56 +0800 2024,1,苏然是一个人,f
食品安全也不落实到位,5094935036694884,1,来自四川,Tue Oct 29 22:03:55 +0800 2024,0,丁慧兰1226,f
经济基础是一方面，女性安全更重要。(家暴，私生子的继承权等女性在社会在婚姻中的安全),5094935030138750,1,来自广东,Tue Oct 29 22:03:53 +0800 2024,0,吃吃吃呀呀呀,f
我现在还没下班，养个毛线孩子,5094934598387551,1,来自内蒙古,Tue Oct 29 22:02:10 +0800 2024,0,谜之大迷毛,f
太卷，为了挣钱工作已经很累。无力再扶养孩子结婚了。根本就没有意识和解决根本问题,5094933616923129,1,来自上海,Tue Oct 29 21:58:16 +0800 2024,0,火炒花生,m
先让公司每个月不要追我业绩，让我能心情愉快的度过一天并且准时下班，才有可能去谈恋爱再结婚再生孩子,5094933075073469,1,来自广东,Tue Oct 29 21:56:07 +0800 2024,0,只怪JY太迷人,f
[doge]先把结婚率拉上去吧，一天天的就知道生,5094933071925382,2,来自浙江,Tue Oct 29 21:56:06 +0800 2024,0,声乔越听,f
虽然有生育奖励，但是后期养孩子费用投入更多，所以不考虑二胎,5094932347880477,1,来自重庆,Tue Oct 29 21:53:13 +0800 2024,0,喜欢街拍的AD,m
当年我爸妈为了生我，东躲西藏，唉,5094932306200963,1,来自四川,Tue Oct 29 21:53:04 +0800 2024,0,紫花地丁g,f
房价医疗教育三座大山，还生,5094932228608646,1,来自山西,Tue Oct 29 21:52:45 +0800 2024,0,为你写诗Sean,m
主要是没人带娃[泪],5094931658442453,0,来自北京,Tue Oct 29 21:50:29 +0800 2024,0,AFFFFFFISH575,m
[鲜花],5094931112658684,0,来自河北,Tue Oct 29 21:48:19 +0800 2024,0,pdhylypz,f
呵呵,5094928325804473,0,来自山东,Tue Oct 29 21:37:14 +0800 2024,0,玛丽苏阿姨2333,f
牙齿 眼镜 能报社保吗,5094928257124929,1,来自四川,Tue Oct 29 21:36:58 +0800 2024,0,万--丁,f
就生1娃足够,5094927813836802,0,来自浙江,Tue Oct 29 21:35:12 +0800 2024,0,雪影夜凝,f
没钱不敢生,5094927300297630,0,来自山东,Tue Oct 29 21:33:10 +0800 2024,0,iceberg0929777,f
不生怎么满足繁衍欲？,5094925853262956,0,来自安徽,Tue Oct 29 21:27:25 +0800 2024,0,哗哗浪子,f
普及高中，我生,5094925742113907,0,来自湖南,Tue Oct 29 21:26:58 +0800 2024,0,没想好空荡荡1573,m
先把我的育儿假补上，可以吗？,5094925051627596,0,来自青海,Tue Oct 29 21:24:14 +0800 2024,0,喜欢你-_-旭日清晨,f
说了又没说？想问实质性的好处在哪里？,5094924008297733,0,来自江西,Tue Oct 29 21:20:05 +0800 2024,0,小圆子圆子小,f
